row_id,source_record,source_line,cook_rank,term_id,estimate_full,estimate_deleted,delta_full_minus_deleted,delta_in_primary_se
CP01-R1023,1023,1024,542,COARSE_AGGREGATE,0.01808621,0.01824958,-0.00016336,-0.01739327
CP01-R1023,1023,1024,542,FINE_AGGREGATE,0.02019035,0.02015628,0.00003407,0.00318402
CP01-R1023,1023,1024,542,AGE,0.11422207,0.11425695,-0.00003488,-0.00642705
CP01-R0893,893,894,543,INTERCEPT,-23.33121358,-23.41734761,0.08613403,0.00323989
CP01-R0893,893,894,543,CEMENT,0.11980433,0.11993095,-0.00012662,-0.01491545
CP01-R0893,893,894,543,SLAG,0.10386581,0.10408177,-0.00021596,-0.02130679
CP01-R0893,893,894,543,FLY_ASH,0.08793432,0.08812382,-0.00018950,-0.01505927
CP01-R0893,893,894,543,WATER,-0.14991842,-0.15047497,0.00055655,0.01385246
CP01-R0893,893,894,543,SUPERPLASTICIZER,0.29222460,0.28901737,0.00320723,0.03432978
CP01-R0893,893,894,543,COARSE_AGGREGATE,0.01808621,0.01814234,-0.00005612,-0.00597550
CP01-R0893,893,894,543,FINE_AGGREGATE,0.02019035,0.02029581,-0.00010546,-0.00985409
CP01-R0893,893,894,543,AGE,0.11422207,0.11428912,-0.00006705,-0.01235476
CP01-R0218,218,219,544,INTERCEPT,-23.33121358,-23.16701741,-0.16419618,-0.00617615
CP01-R0218,218,219,544,CEMENT,0.11980433,0.11985731,-0.00005298,-0.00624063
CP01-R0218,218,219,544,SLAG,0.10386581,0.10390631,-0.00004051,-0.00399623
CP01-R0218,218,219,544,FLY_ASH,0.08793432,0.08790162,0.00003270,0.00259869
CP01-R0218,218,219,544,WATER,-0.14991842,-0.14999601,0.00007759,0.00193125
CP01-R0218,218,219,544,SUPERPLASTICIZER,0.29222460,0.29076795,0.00145664,0.01559171
CP01-R0218,218,219,544,COARSE_AGGREGATE,0.01808621,0.01793543,0.00015078,0.01605416
CP01-R0218,218,219,544,FINE_AGGREGATE,0.02019035,0.02017079,0.00001956,0.00182807
CP01-R0218,218,219,544,AGE,0.11422207,0.11417034,0.00005173,0.00953085
CP01-R0412,412,413,545,INTERCEPT,-23.33121358,-23.40691876,0.07570518,0.00284761
CP01-R0412,412,413,545,CEMENT,0.11980433,0.11987181,-0.00006748,-0.00794897
CP01-R0412,412,413,545,SLAG,0.10386581,0.10398732,-0.00012151,-0.01198863
CP01-R0412,412,413,545,FLY_ASH,0.08793432,0.08826366,-0.00032934,-0.02617246
CP01-R0412,412,413,545,WATER,-0.14991842,-0.15015748,0.00023906,0.00595015
CP01-R0412,412,413,545,SUPERPLASTICIZER,0.29222460,0.29010456,0.00212003,0.02269255
CP01-R0412,412,413,545,COARSE_AGGREGATE,0.01808621,0.01812957,-0.00004335,-0.00461589
CP01-R0412,412,413,545,FINE_AGGREGATE,0.02019035,0.02025722,-0.00006687,-0.00624873
CP01-R0412,412,413,545,AGE,0.11422207,0.11420007,0.00002200,0.00405395
CP01-R0956,956,957,546,INTERCEPT,-23.33121358,-23.45969518,0.12848160,0.00483277
CP01-R0956,956,957,546,CEMENT,0.11980433,0.11994040,-0.00013606,-0.01602803
CP01-R0956,956,957,546,SLAG,0.10386581,0.10409419,-0.00022838,-0.02253179
CP01-R0956,956,957,546,FLY_ASH,0.08793432,0.08813390,-0.00019958,-0.01586090
CP01-R0956,956,957,546,WATER,-0.14991842,-0.15041038,0.00049196,0.01224480
CP01-R0956,956,957,546,SUPERPLASTICIZER,0.29222460,0.28916699,0.00305761,0.03272825
CP01-R0956,956,957,546,COARSE_AGGREGATE,0.01808621,0.01815732,-0.00007110,-0.00757023
CP01-R0956,956,957,546,FINE_AGGREGATE,0.02019035,0.02030976,-0.00011941,-0.01115810
CP01-R0956,956,957,546,AGE,0.11422207,0.11429031,-0.00006825,-0.01257498
CP01-R0230,230,231,547,INTERCEPT,-23.33121358,-23.97477071,0.64355712,0.02420707
CP01-R0230,230,231,547,CEMENT,0.11980433,0.11985537,-0.00005103,-0.00601186
CP01-R0230,230,231,547,SLAG,0.10386581,0.10399089,-0.00012508,-0.01234005
CP01-R0230,230,231,547,FLY_ASH,0.08793432,0.08794113,-0.00000680,-0.00054069
CP01-R0230,230,231,547,WATER,-0.14991842,-0.14888300,-0.00103542,-0.02577153
CP01-R0230,230,231,547,SUPERPLASTICIZER,0.29222460,0.29488780,-0.00266320,-0.02850661
CP01-R0230,230,231,547,COARSE_AGGREGATE,0.01808621,0.01837644,-0.00029022,-0.03090043
CP01-R0230,230,231,547,FINE_AGGREGATE,0.02019035,0.02037535,-0.00018500,-0.01728707
CP01-R0230,230,231,547,AGE,0.11422207,0.11414109,0.00008098,0.01492090
CP01-R0262,262,263,548,INTERCEPT,-23.33121358,-22.94704802,-0.38416556,-0.01445019
CP01-R0262,262,263,548,CEMENT,0.11980433,0.11977076,0.00003357,0.00395476
CP01-R0262,262,263,548,SLAG,0.10386581,0.10382630,0.00003951,0.00389835
CP01-R0262,262,263,548,FLY_ASH,0.08793432,0.08783690,0.00009743,0.00774245
CP01-R0262,262,263,548,WATER,-0.14991842,-0.15027775,0.00035933,0.00894372
CP01-R0262,262,263,548,SUPERPLASTICIZER,0.29222460,0.29112619,0.00109840,0.01175719
CP01-R0262,262,263,548,COARSE_AGGREGATE,0.01808621,0.01794920,0.00013701,0.01458789
CP01-R0262,262,263,548,FINE_AGGREGATE,0.02019035,0.01997289,0.00021746,0.02032003
CP01-R0262,262,263,548,AGE,0.11422207,0.11421234,0.00000973,0.00179312
CP01-R1008,1008,1009,549,INTERCEPT,-23.33121358,-23.60416438,0.27295079,0.01026690
CP01-R1008,1008,1009,549,CEMENT,0.11980433,0.12000341,-0.00019908,-0.02345106
CP01-R1008,1008,1009,549,SLAG,0.10386581,0.10395447,-0.00008866,-0.00874718
CP01-R1008,1008,1009,549,FLY_ASH,0.08793432,0.08824673,-0.00031241,-0.02482744
CP01-R1008,1008,1009,549,WATER,-0.14991842,-0.14972190,-0.00019652,-0.00489128
CP01-R1008,1008,1009,549,SUPERPLASTICIZER,0.29222460,0.28999938,0.00222521,0.02381843
CP01-R1008,1008,1009,549,COARSE_AGGREGATE,0.01808621,0.01810614,-0.00001993,-0.00212177
CP01-R1008,1008,1009,549,FINE_AGGREGATE,0.02019035,0.02037934,-0.00018898,-0.01765930
CP01-R1008,1008,1009,549,AGE,0.11422207,0.11424910,-0.00002703,-0.00498143
CP01-R0963,963,964,550,INTERCEPT,-23.33121358,-22.87398370,-0.45722988,-0.01719847
CP01-R0963,963,964,550,CEMENT,0.11980433,0.11953282,0.00027152,0.03198455
CP01-R0963,963,964,550,SLAG,0.10386581,0.10355817,0.00030764,0.03035165
CP01-R0963,963,964,550,FLY_ASH,0.08793432,0.08765891,0.00027541,0.02188692
CP01-R0963,963,964,550,WATER,-0.14991842,-0.15016772,0.00024930,0.00620502
CP01-R0963,963,964,550,SUPERPLASTICIZER,0.29222460,0.29426346,-0.00203887,-0.02182380
CP01-R0963,963,964,550,COARSE_AGGREGATE,0.01808621,0.01794350,0.00014272,0.01519538
CP01-R0963,963,964,550,FINE_AGGREGATE,0.02019035,0.01997785,0.00021250,0.01985698
CP01-R0963,963,964,550,AGE,0.11422207,0.11418913,0.00003294,0.00606985
CP01-R0279,279,280,551,INTERCEPT,-23.33121358,-22.66568651,-0.66552708,-0.02503346
CP01-R0279,279,280,551,CEMENT,0.11980433,0.11964553,0.00015881,0.01870740
CP01-R0279,279,280,551,SLAG,0.10386581,0.10371192,0.00015389,0.01518300
CP01-R0279,279,280,551,FLY_ASH,0.08793432,0.08759878,0.00033554,0.02666554
CP01-R0279,279,280,551,WATER,-0.14991842,-0.15090281,0.00098439,0.02450130
CP01-R0279,279,280,551,SUPERPLASTICIZER,0.29222460,0.29124340,0.00098119,0.01050258
CP01-R0279,279,280,551,COARSE_AGGREGATE,0.01808621,0.01783458,0.00025164,0.02679204
CP01-R0279,279,280,551,FINE_AGGREGATE,0.02019035,0.01997823,0.00021212,0.01982122
CP01-R0279,279,280,551,AGE,0.11422207,0.11411186,0.00011020,0.02030598
CP01-R0534,534,535,552,INTERCEPT,-23.33121358,-22.98116210,-0.35005149,-0.01316701
CP01-R0534,534,535,552,CEMENT,0.11980433,0.11969315,0.00011119,0.01309796
CP01-R0534,534,535,552,SLAG,0.10386581,0.10367132,0.00019449,0.01918854
CP01-R0534,534,535,552,FLY_ASH,0.08793432,0.08770579,0.00022853,0.01816124
CP01-R0534,534,535,552,WATER,-0.14991842,-0.15027808,0.00035966,0.00895197
CP01-R0534,534,535,552,SUPERPLASTICIZER,0.29222460,0.29088449,0.00134011,0.01434436
CP01-R0534,534,535,552,COARSE_AGGREGATE,0.01808621,0.01789879,0.00018743,0.01995576
CP01-R0534,534,535,552,FINE_AGGREGATE,0.02019035,0.02015645,0.00003390,0.00316814
CP01-R0534,534,535,552,AGE,0.11422207,0.11413089,0.00009118,0.01680086
CP01-R0866,866,867,553,INTERCEPT,-23.33121358,-23.47693126,0.14571767,0.00548109
CP01-R0866,866,867,553,CEMENT,0.11980433,0.11977447,0.00002986,0.00351770
CP01-R0866,866,867,553,SLAG,0.10386581,0.10382384,0.00004197,0.00414031
CP01-R0866,866,867,553,FLY_ASH,0.08793432,0.08780235,0.00013197,0.01048808
CP01-R0866,866,867,553,WATER,-0.14991842,-0.14992660,0.00000818,0.00020354
CP01-R0866,866,867,553,SUPERPLASTICIZER,0.29222460,0.29357467,-0.00135007,-0.01445102
CP01-R0866,866,867,553,COARSE_AGGREGATE,0.01808621,0.01825589,-0.00016968,-0.01806568
CP01-R0866,866,867,553,FINE_AGGREGATE,0.02019035,0.02016929,0.00002106,0.00196813
CP01-R0866,866,867,553,AGE,0.11422207,0.11425632,-0.00003425,-0.00631124
CP01-R0557,557,558,554,INTERCEPT,-23.33121358,-23.55374670,0.22253311,0.00837047
CP01-R0557,557,558,554,CEMENT,0.11980433,0.11990746,-0.00010313,-0.01214806
CP01-R0557,557,558,554,SLAG,0.10386581,0.10414400,-0.00027819,-0.02744610
CP01-R0557,557,558,554,FLY_ASH,0.08793432,0.08811401,-0.00017969,-0.01427997
CP01-R0557,557,558,554,WATER,-0.14991842,-0.14991399,-0.00000443,-0.00011025
CP01-R0557,557,558,554,SUPERPLASTICIZER,0.29222460,0.29037407,0.00185052,0.01980777
CP01-R0557,557,558,554,COARSE_AGGREGATE,0.01808621,0.01819162,-0.00010540,-0.01122250
CP01-R0557,557,558,554,FINE_AGGREGATE,0.02019035,0.02028924,-0.00009889,-0.00924048
CP01-R0557,557,558,554,AGE,0.11422207,0.11421713,0.00000494,0.00090990
CP01-R0096,96,97,555,INTERCEPT,-23.33121358,-23.53737968,0.20616609,0.00775483
CP01-R0096,96,97,555,CEMENT,0.11980433,0.11992146,-0.00011713,-0.01379778
CP01-R0096,96,97,555,SLAG,0.10386581,0.10396131,-0.00009550,-0.00942235
CP01-R0096,96,97,555,FLY_ASH,0.08793432,0.08793697,-0.00000265,-0.00021021
CP01-R0096,96,97,555,WATER,-0.14991842,-0.14971602,-0.00020240,-0.00503765
CP01-R0096,96,97,555,SUPERPLASTICIZER,0.29222460,0.29345598,-0.00123139,-0.01318060
CP01-R0096,96,97,555,COARSE_AGGREGATE,0.01808621,0.01809273,-0.00000651,-0.00069316
CP01-R0096,96,97,555,FINE_AGGREGATE,0.02019035,0.02034773,-0.00015738,-0.01470594
CP01-R0096,96,97,555,AGE,0.11422207,0.11419611,0.00002596,0.00478356
CP01-R0101,101,102,556,INTERCEPT,-23.33121358,-23.53737968,0.20616609,0.00775483
CP01-R0101,101,102,556,CEMENT,0.11980433,0.11992146,-0.00011713,-0.01379778
CP01-R0101,101,102,556,SLAG,0.10386581,0.10396131,-0.00009550,-0.00942235
CP01-R0101,101,102,556,FLY_ASH,0.08793432,0.08793697,-0.00000265,-0.00021021
CP01-R0101,101,102,556,WATER,-0.14991842,-0.14971602,-0.00020240,-0.00503765
CP01-R0101,101,102,556,SUPERPLASTICIZER,0.29222460,0.29345598,-0.00123139,-0.01318060
CP01-R0101,101,102,556,COARSE_AGGREGATE,0.01808621,0.01809273,-0.00000651,-0.00069316
CP01-R0101,101,102,556,FINE_AGGREGATE,0.02019035,0.02034773,-0.00015738,-0.01470594
CP01-R0101,101,102,556,AGE,0.11422207,0.11419611,0.00002596,0.00478356
CP01-R0104,104,105,557,INTERCEPT,-23.33121358,-23.53737968,0.20616609,0.00775483
CP01-R0104,104,105,557,CEMENT,0.11980433,0.11992146,-0.00011713,-0.01379778
CP01-R0104,104,105,557,SLAG,0.10386581,0.10396131,-0.00009550,-0.00942235
CP01-R0104,104,105,557,FLY_ASH,0.08793432,0.08793697,-0.00000265,-0.00021021
CP01-R0104,104,105,557,WATER,-0.14991842,-0.14971602,-0.00020240,-0.00503765
CP01-R0104,104,105,557,SUPERPLASTICIZER,0.29222460,0.29345598,-0.00123139,-0.01318060
CP01-R0104,104,105,557,COARSE_AGGREGATE,0.01808621,0.01809273,-0.00000651,-0.00069316
CP01-R0104,104,105,557,FINE_AGGREGATE,0.02019035,0.02034773,-0.00015738,-0.01470594
CP01-R0104,104,105,557,AGE,0.11422207,0.11419611,0.00002596,0.00478356
CP01-R0496,496,497,558,INTERCEPT,-23.33121358,-24.03228974,0.70107615,0.02637062
CP01-R0496,496,497,558,CEMENT,0.11980433,0.12009015,-0.00028581,-0.03366844
CP01-R0496,496,497,558,SLAG,0.10386581,0.10412214,-0.00025633,-0.02528920
CP01-R0496,496,497,558,FLY_ASH,0.08793432,0.08830670,-0.00037238,-0.02959297
CP01-R0496,496,497,558,WATER,-0.14991842,-0.14918670,-0.00073172,-0.01821245
CP01-R0496,496,497,558,SUPERPLASTICIZER,0.29222460,0.29301627,-0.00079168,-0.00847404
CP01-R0496,496,497,558,COARSE_AGGREGATE,0.01808621,0.01828866,-0.00020244,-0.02155422
CP01-R0496,496,497,558,FINE_AGGREGATE,0.02019035,0.02051386,-0.00032351,-0.03022953
CP01-R0496,496,497,558,AGE,0.11422207,0.11428375,-0.00006168,-0.01136543
CP01-R0326,326,327,559,INTERCEPT,-23.33121358,-23.64612096,0.31490737,0.01184508
CP01-R0326,326,327,559,CEMENT,0.11980433,0.11994388,-0.00013954,-0.01643808
CP01-R0326,326,327,559,SLAG,0.10386581,0.10405236,-0.00018655,-0.01840524
CP01-R0326,326,327,559,FLY_ASH,0.08793432,0.08811748,-0.00018316,-0.01455575
CP01-R0326,326,327,559,WATER,-0.14991842,-0.14929632,-0.00062210,-0.01548403
CP01-R0326,326,327,559,SUPERPLASTICIZER,0.29222460,0.29116994,0.00105466,0.01128892
CP01-R0326,326,327,559,COARSE_AGGREGATE,0.01808621,0.01817250,-0.00008628,-0.00918661
CP01-R0326,326,327,559,FINE_AGGREGATE,0.02019035,0.02026033,-0.00006997,-0.00653865
CP01-R0326,326,327,559,AGE,0.11422207,0.11423451,-0.00001244,-0.00229203
CP01-R0900,900,901,560,INTERCEPT,-23.33121358,-22.88919366,-0.44201993,-0.01662635
CP01-R0900,900,901,560,CEMENT,0.11980433,0.11953881,0.00026553,0.03127880
CP01-R0900,900,901,560,SLAG,0.10386581,0.10356501,0.00030080,0.02967701
CP01-R0900,900,901,560,FLY_ASH,0.08793432,0.08766845,0.00026587,0.02112878
CP01-R0900,900,901,560,WATER,-0.14991842,-0.15015007,0.00023165,0.00576566
CP01-R0900,900,901,560,SUPERPLASTICIZER,0.29222460,0.29422953,-0.00200493,-0.02146057
CP01-R0900,900,901,560,COARSE_AGGREGATE,0.01808621,0.01794762,0.00013859,0.01475633
CP01-R0900,900,901,560,FINE_AGGREGATE,0.02019035,0.01998494,0.00020541,0.01919433
CP01-R0900,900,901,560,AGE,0.11422207,0.11418936,0.00003270,0.00602602
CP01-R0933,933,934,561,INTERCEPT,-23.33121358,-23.50285147,0.17163789,0.00645607
CP01-R0933,933,934,561,CEMENT,0.11980433,0.11985330,-0.00004896,-0.00576797
CP01-R0933,933,934,561,SLAG,0.10386581,0.10397223,-0.00010642,-0.01049986
CP01-R0933,933,934,561,FLY_ASH,0.08793432,0.08816690,-0.00023258,-0.01848323
CP01-R0933,933,934,561,WATER,-0.14991842,-0.14923349,-0.00068492,-0.01704767
CP01-R0933,933,934,561,SUPERPLASTICIZER,0.29222460,0.29277538,-0.00055078,-0.00589553
CP01-R0933,933,934,561,COARSE_AGGREGATE,0.01808621,0.01809569,-0.00000948,-0.00100902
CP01-R0933,933,934,561,FINE_AGGREGATE,0.02019035,0.02019772,-0.00000737,-0.00068891
CP01-R0933,933,934,561,AGE,0.11422207,0.11418876,0.00003331,0.00613775
CP01-R0676,676,677,562,INTERCEPT,-23.33121358,-23.44267222,0.11145864,0.00419246
CP01-R0676,676,677,562,CEMENT,0.11980433,0.11993652,-0.00013218,-0.01557084
CP01-R0676,676,677,562,SLAG,0.10386581,0.10391970,-0.00005389,-0.00531697
CP01-R0676,676,677,562,FLY_ASH,0.08793432,0.08812184,-0.00018752,-0.01490233
CP01-R0676,676,677,562,WATER,-0.14991842,-0.14996241,0.00004399,0.00109493
CP01-R0676,676,677,562,SUPERPLASTICIZER,0.29222460,0.29251504,-0.00029045,-0.00310892
CP01-R0676,676,677,562,COARSE_AGGREGATE,0.01808621,0.01814588,-0.00005967,-0.00635273
CP01-R0676,676,677,562,FINE_AGGREGATE,0.02019035,0.02019472,-0.00000437,-0.00040836
CP01-R0676,676,677,562,AGE,0.11422207,0.11416240,0.00005967,0.01099453
CP01-R0851,851,852,563,INTERCEPT,-23.33121358,-23.59675629,0.26554270,0.00998825
CP01-R0851,851,852,563,CEMENT,0.11980433,0.12000047,-0.00019613,-0.02310416
CP01-R0851,851,852,563,SLAG,0.10386581,0.10395528,-0.00008947,-0.00882743
CP01-R0851,851,852,563,FLY_ASH,0.08793432,0.08824366,-0.00030934,-0.02458348
CP01-R0851,851,852,563,WATER,-0.14991842,-0.14973495,-0.00018347,-0.00456659
CP01-R0851,851,852,563,SUPERPLASTICIZER,0.29222460,0.28996795,0.00225664,0.02415483
CP01-R0851,851,852,563,COARSE_AGGREGATE,0.01808621,0.01810507,-0.00001885,-0.00200713
CP01-R0851,851,852,563,FINE_AGGREGATE,0.02019035,0.02037584,-0.00018549,-0.01733295
CP01-R0851,851,852,563,AGE,0.11422207,0.11424845,-0.00002638,-0.00486046
CP01-R0613,613,614,564,INTERCEPT,-23.33121358,-23.78673269,0.45551911,0.01713412
CP01-R0613,613,614,564,CEMENT,0.11980433,0.11997779,-0.00017346,-0.02043324
CP01-R0613,613,614,564,SLAG,0.10386581,0.10412710,-0.00026129,-0.02577910
CP01-R0613,613,614,564,FLY_ASH,0.08793432,0.08825675,-0.00032243,-0.02562377
CP01-R0613,613,614,564,WATER,-0.14991842,-0.14940846,-0.00050995,-0.01269269
CP01-R0613,613,614,564,SUPERPLASTICIZER,0.29222460,0.29326725,-0.00104265,-0.01116040
CP01-R0613,613,614,564,COARSE_AGGREGATE,0.01808621,0.01826895,-0.00018273,-0.01945563
CP01-R0613,613,614,564,FINE_AGGREGATE,0.02019035,0.02029835,-0.00010800,-0.01009183
CP01-R0613,613,614,564,AGE,0.11422207,0.11428724,-0.00006517,-0.01200780
CP01-R0710,710,711,565,INTERCEPT,-23.33121358,-23.59023661,0.25902303,0.00974302
CP01-R0710,710,711,565,CEMENT,0.11980433,0.11994295,-0.00013862,-0.01632888
CP01-R0710,710,711,565,SLAG,0.10386581,0.10393294,-0.00006713,-0.00662337
CP01-R0710,710,711,565,FLY_ASH,0.08793432,0.08811814,-0.00018382,-0.01460841
CP01-R0710,710,711,565,WATER,-0.14991842,-0.14950752,-0.00041090,-0.01022731
CP01-R0710,710,711,565,SUPERPLASTICIZER,0.29222460,0.29358850,-0.00136391,-0.01459910
CP01-R0710,710,711,565,COARSE_AGGREGATE,0.01808621,0.01820641,-0.00012019,-0.01279700
CP01-R0710,710,711,565,FINE_AGGREGATE,0.02019035,0.02019271,-0.00000236,-0.00022060
CP01-R0710,710,711,565,AGE,0.11422207,0.11415011,0.00007196,0.01325855
CP01-R0542,542,543,566,INTERCEPT,-23.33121358,-22.87116058,-0.46005300,-0.01730466
CP01-R0542,542,543,566,CEMENT,0.11980433,0.11969312,0.00011122,0.01310146
CP01-R0542,542,543,566,SLAG,0.10386581,0.10364212,0.00022369,0.02206887
CP01-R0542,542,543,566,FLY_ASH,0.08793432,0.08768617,0.00024815,0.01972042
CP01-R0542,542,543,566,WATER,-0.14991842,-0.15043770,0.00051928,0.01292476
CP01-R0542,542,543,566,SUPERPLASTICIZER,0.29222460,0.29061105,0.00161355,0.01727121
CP01-R0542,542,543,566,COARSE_AGGREGATE,0.01808621,0.01787634,0.00020987,0.02234516
CP01-R0542,542,543,566,FINE_AGGREGATE,0.02019035,0.02008785,0.00010250,0.00957835
CP01-R0542,542,543,566,AGE,0.11422207,0.11411659,0.00010547,0.01943462
CP01-R0275,275,276,567,INTERCEPT,-23.33121358,-23.95051337,0.61929979,0.02329464
CP01-R0275,275,276,567,CEMENT,0.11980433,0.11994388,-0.00013954,-0.01643827
CP01-R0275,275,276,567,SLAG,0.10386581,0.10397759,-0.00011178,-0.01102873
CP01-R0275,275,276,567,FLY_ASH,0.08793432,0.08821479,-0.00028047,-0.02228867
CP01-R0275,275,276,567,WATER,-0.14991842,-0.14884563,-0.00107279,-0.02670148
CP01-R0275,275,276,567,SUPERPLASTICIZER,0.29222460,0.29332561,-0.00110102,-0.01178514
CP01-R0275,275,276,567,COARSE_AGGREGATE,0.01808621,0.01832150,-0.00023529,-0.02505153
CP01-R0275,275,276,567,FINE_AGGREGATE,0.02019035,0.02036843,-0.00017808,-0.01664008
CP01-R0275,275,276,567,AGE,0.11422207,0.11412951,0.00009256,0.01705477
CP01-R0931,931,932,568,INTERCEPT,-23.33121358,-23.20691455,-0.12429903,-0.00467544
CP01-R0931,931,932,568,CEMENT,0.11980433,0.11981710,-0.00001276,-0.00150370
CP01-R0931,931,932,568,SLAG,0.10386581,0.10396958,-0.00010377,-0.01023787
CP01-R0931,931,932,568,FLY_ASH,0.08793432,0.08814558,-0.00021126,-0.01678878
CP01-R0931,931,932,568,WATER,-0.14991842,-0.14994047,0.00002205,0.00054877
CP01-R0931,931,932,568,SUPERPLASTICIZER,0.29222460,0.29115996,0.00106464,0.01139575
CP01-R0931,931,932,568,COARSE_AGGREGATE,0.01808621,0.01799489,0.00009132,0.00972345
CP01-R0931,931,932,568,FINE_AGGREGATE,0.02019035,0.02013547,0.00005488,0.00512816
CP01-R0931,931,932,568,AGE,0.11422207,0.11421083,0.00001124,0.00207071
CP01-R0620,620,621,569,INTERCEPT,-23.33121358,-23.23434236,-0.09687122,-0.00364376
CP01-R0620,620,621,569,CEMENT,0.11980433,0.11971766,0.00008667,0.01021001
CP01-R0620,620,621,569,SLAG,0.10386581,0.10374762,0.00011819,0.01166056
CP01-R0620,620,621,569,FLY_ASH,0.08793432,0.08777980,0.00015452,0.01227986
CP01-R0620,620,621,569,WATER,-0.14991842,-0.15000845,0.00009003,0.00224086
CP01-R0620,620,621,569,SUPERPLASTICIZER,0.29222460,0.29200896,0.00021564,0.00230815
CP01-R0620,620,621,569,COARSE_AGGREGATE,0.01808621,0.01802653,0.00005968,0.00635423
CP01-R0620,620,621,569,FINE_AGGREGATE,0.02019035,0.02021369,-0.00002334,-0.00218085
CP01-R0620,620,621,569,AGE,0.11422207,0.11438567,-0.00016360,-0.03014533
CP01-R0750,750,751,570,INTERCEPT,-23.33121358,-23.96165113,0.63043754,0.02371358
CP01-R0750,750,751,570,CEMENT,0.11980433,0.12003656,-0.00023222,-0.02735591
CP01-R0750,750,751,570,SLAG,0.10386581,0.10403559,-0.00016978,-0.01675024
CP01-R0750,750,751,570,FLY_ASH,0.08793432,0.08814705,-0.00021273,-0.01690580
CP01-R0750,750,751,570,WATER,-0.14991842,-0.14900141,-0.00091701,-0.02282421
CP01-R0750,750,751,570,SUPERPLASTICIZER,0.29222460,0.29271828,-0.00049369,-0.00528437
CP01-R0750,750,751,570,COARSE_AGGREGATE,0.01808621,0.01835733,-0.00027111,-0.02886556
CP01-R0750,750,751,570,FINE_AGGREGATE,0.02019035,0.02033857,-0.00014822,-0.01384975
CP01-R0750,750,751,570,AGE,0.11422207,0.11415632,0.00006575,0.01211520
CP01-R0702,702,703,571,INTERCEPT,-23.33121358,-23.62978469,0.29857111,0.01123060
CP01-R0702,702,703,571,CEMENT,0.11980433,0.11979586,0.00000847,0.00099771
CP01-R0702,702,703,571,SLAG,0.10386581,0.10377612,0.00008969,0.00884901
CP01-R0702,702,703,571,FLY_ASH,0.08793432,0.08791332,0.00002101,0.00166939
CP01-R0702,702,703,571,WATER,-0.14991842,-0.14926222,-0.00065620,-0.01633272
CP01-R0702,702,703,571,SUPERPLASTICIZER,0.29222460,0.29508626,-0.00286167,-0.03063095
CP01-R0702,702,703,571,COARSE_AGGREGATE,0.01808621,0.01820404,-0.00011783,-0.01254528
CP01-R0702,702,703,571,FINE_AGGREGATE,0.02019035,0.02026034,-0.00006999,-0.00654043
CP01-R0702,702,703,571,AGE,0.11422207,0.11414801,0.00007406,0.01364544
CP01-R0155,155,156,572,INTERCEPT,-23.33121358,-23.21998488,-0.11122871,-0.00418381
CP01-R0155,155,156,572,CEMENT,0.11980433,0.11974390,0.00006044,0.00711940
CP01-R0155,155,156,572,SLAG,0.10386581,0.10381518,0.00005063,0.00499508
CP01-R0155,155,156,572,FLY_ASH,0.08793432,0.08775151,0.00018281,0.01452796
CP01-R0155,155,156,572,WATER,-0.14991842,-0.15012324,0.00020482,0.00509790
CP01-R0155,155,156,572,SUPERPLASTICIZER,0.29222460,0.29435286,-0.00212827,-0.02278073
CP01-R0155,155,156,572,COARSE_AGGREGATE,0.01808621,0.01815963,-0.00007341,-0.00781641
CP01-R0155,155,156,572,FINE_AGGREGATE,0.02019035,0.02002878,0.00016157,0.01509728
CP01-R0155,155,156,572,AGE,0.11422207,0.11423422,-0.00001215,-0.00223884
CP01-R0624,624,625,573,INTERCEPT,-23.33121358,-22.67116056,-0.66005303,-0.02482755
CP01-R0624,624,625,573,CEMENT,0.11980433,0.11959495,0.00020938,0.02466490
CP01-R0624,624,625,573,SLAG,0.10386581,0.10354391,0.00032190,0.03175824
CP01-R0624,624,625,573,FLY_ASH,0.08793432,0.08755571,0.00037861,0.03008841
CP01-R0624,624,625,573,WATER,-0.14991842,-0.15064820,0.00072978,0.01816406
CP01-R0624,624,625,573,SUPERPLASTICIZER,0.29222460,0.29112774,0.00109686,0.01174063
CP01-R0624,624,625,573,COARSE_AGGREGATE,0.01808621,0.01784571,0.00024051,0.02560706
CP01-R0624,624,625,573,FINE_AGGREGATE,0.02019035,0.01996750,0.00022285,0.02082347
CP01-R0624,624,625,573,AGE,0.11422207,0.11411021,0.00011186,0.02061158
CP01-R0494,494,495,574,INTERCEPT,-23.33121358,-23.90169169,0.57047811,0.02145824
CP01-R0494,494,495,574,CEMENT,0.11980433,0.12008214,-0.00027781,-0.03272557
CP01-R0494,494,495,574,SLAG,0.10386581,0.10410406,-0.00023825,-0.02350562
CP01-R0494,494,495,574,FLY_ASH,0.08793432,0.08830442,-0.00037009,-0.02941148
CP01-R0494,494,495,574,WATER,-0.14991842,-0.14941757,-0.00050085,-0.01246617
CP01-R0494,494,495,574,SUPERPLASTICIZER,0.29222460,0.29187742,0.00034718,0.00371613
CP01-R0494,494,495,574,COARSE_AGGREGATE,0.01808621,0.01824017,-0.00015395,-0.01639166
CP01-R0494,494,495,574,FINE_AGGREGATE,0.02019035,0.02047908,-0.00028873,-0.02697942
CP01-R0494,494,495,574,AGE,0.11422207,0.11420064,0.00002142,0.00394748
