row_id,source_record,source_line,clean_record,canonical_row_sha256,full_row_duplicate_group,predictor_duplicate_group,disposition,exclusion_reason
CP01-R0433,433,434,433,e9190ed2ac1aa64394e27a5e4d29f7c3edf4f534ee8cdeefb2c100d301739750,,,kept,
CP01-R0434,434,435,434,8ee5aaf2f3ae8b69a0f52b52fb75df38ed492dd0e288c5d6d7c121e244bc366f,,,kept,
CP01-R0435,435,436,435,401cc528dfc658af30e72e90781b40b6a2b4a6bcedbb504a9879985b7663220a,,,kept,
CP01-R0436,436,437,436,7c54f8044cea02f875fdd1b25d0f3618c5972bb5080e42784e89149f2a1d2dfa,,,kept,
CP01-R0437,437,438,437,8b4e7651442f97aadf07989b04f9ff5a594697d7b3df5bcb876a311557289752,,,kept,
CP01-R0438,438,439,438,aa1ac334f31a6cc347a81d6fb473637f7d5b9eb1836be8a47cbc2a02bb86d218,,,kept,
CP01-R0439,439,440,439,e42b7bf0660e611fbdaf9100b106fddae1edef699aa0b23a35e2ecfec41b15b8,,,kept,
CP01-R0440,440,441,440,9c49569e5f5c8b86dc3dadf99ba3ab713a963a09b5ab126efc9a79b8348f194f,,,kept,
CP01-R0441,441,442,441,8d0c6cb8f4740caa1b994c703818f2295a6b07f4428277343a74c067952f3e22,,,kept,
CP01-R0442,442,443,442,669cbcaff23944bb23ed413bd26615abd3579fad484f2d1cb11d649ec1eaceb6,,,kept,
CP01-R0443,443,444,443,d259a6cfd6ea9e88b3acb0559c62af8855bdd188d28a1237683e3ebe7897fd13,,,kept,
CP01-R0444,444,445,444,afa9051fb10ce20396f54cb588339bebe27a0bf1adee7eca0883b028a4ef3980,,,kept,
CP01-R0445,445,446,445,162dd6b8f7c8f15b0af9bb7e06144ce22ac1d62523affe2c1690ebfaf9bc917c,,,kept,
CP01-R0446,446,447,446,498e92aaa279b7ae2f330c08bd3ca58e6dd07d6e1a9b19a49e5d871456b2e8c4,,,kept,
CP01-R0447,447,448,447,8b7a3da849af3bd63b296a8c35838de1c664e7187c45de4112cbf382af2999bf,,,kept,
CP01-R0448,448,449,448,4c47c62f02186df28a90994cc899558600ec18b17f12a8241322babe6ccd097f,,,kept,
CP01-R0449,449,450,449,b6ce5775b509e1e27d5ac46a3b94bc4e162ce89428a6f9a94ec29cb05422d1bf,,,kept,
CP01-R0450,450,451,450,807b544b69dd8c662a85a3cba173c778e570947aae5a7697f0b2554f7af9e4b6,,,kept,
CP01-R0451,451,452,451,2399dbb68eab98bdebb2fc53dbcabe33d2006cc6e9a948dcbfc15ddf292ec0b5,,,kept,
CP01-R0452,452,453,452,cb345840cd7b10b7dc2d2e85da9f0b8dd2d5f42028aa6e52c9cd61a9db184090,,,kept,
CP01-R0453,453,454,453,750b74b3f3667b11757f24652b3c64ae48bc86ae7c0a95efbecfe283cf3c579b,,,kept,
CP01-R0454,454,455,454,aa892f10d660f4746ba72e25d8f21994b2a84841f16972be28a924a6bfa8c10d,,,kept,
CP01-R0455,455,456,455,aaa5e05e5d0fffca3a0fea777bfc1c1714c763cf4826ea085a9c5a6e872f859c,,,kept,
CP01-R0456,456,457,456,621285683855f1633d02a89eb2fb7996181e056f53f35c7f3b01b7b70ae0bf2e,,,kept,
CP01-R0457,457,458,457,597c307815925aa59947a02d6c5831e01202079a1599af0d7716c6486a536843,,,kept,
CP01-R0458,458,459,458,da24d57d27f9e8ceee48fc65485d1d07c31742e77f11c84215456f62d7f67386,,,kept,
CP01-R0459,459,460,459,10fcddbdaa5b101c3232330c324678d79c96be63f0478ad9381dd7d08bda6939,,,kept,
CP01-R0460,460,461,460,f9aa7b88e5e5edb3592ac4578f829584e87d7f2eb5af38ba1adca96484c49989,,,kept,
CP01-R0461,461,462,461,0ef7a1042f270d58c2da10e54fa1481bdde16ef38e8b034d7f6376dc84c16415,,,kept,
CP01-R0462,462,463,462,9b88bf865e5597fb472f6395244012489ccd550445460392c77c5c14466751c0,,,kept,
CP01-R0463,463,464,463,272a0d841328461000e119fe776f51e42e1d93a235c7b548c0e3c9b80d710be4,,,kept,
CP01-R0464,464,465,464,4de71e27ed603acab706379c395b3d36cc4d549fb905a9b99076f0ca4c8f64ba,,,kept,
CP01-R0465,465,466,465,19cd20485123805132e3d97747903f6da3fdebdcdd09426bc2d62e44033ef2af,,,kept,
CP01-R0466,466,467,466,167f617a8fcfe17f8e5ab9eeff70104a51c6fc55aafcd178e3080ccfcb1bad5f,,,kept,
CP01-R0467,467,468,467,1f28b835020ae0ef5aed2446fb25b9cead329562e11d6dd2eea38c5d5cc2c40b,,,kept,
CP01-R0468,468,469,468,a1cb6827c0c727d944441843e8c01057483c256ce7e5f7f7aba901d9a8788a0d,,,kept,
CP01-R0469,469,470,469,d432ae212c1fb39e4fbeb4eba792b7932d87a194be0a9042f7df2ffb4e0a9da7,,,kept,
CP01-R0470,470,471,470,8d86cc9390e9d6c652cefd6800a048cca00f0a801cd12f2a28cb959cfe6abed2,,,kept,
CP01-R0471,471,472,471,658cbce016da06dfeac4064709f620f7372cae9c55e689b618ed1d423faaf8a7,,,kept,
CP01-R0472,472,473,472,c8352f54edc549201d363eeaddac12fbb686f49be7d53faf01ec78b2464547f3,,CP01-R0472,kept,
CP01-R0473,473,474,473,8e88cfdbe6315364faa45482b6f50ed24918122dda7b086ecdb8c40bd7765701,,CP01-R0472,kept,
CP01-R0474,474,475,474,7486a64e03b3104ca2d4b8be2f1cd023e0afade991ffa105513f177521db626c,,CP01-R0472,kept,
CP01-R0475,475,476,475,11f88ed9f53a3c14f38ed2d9baf8f18b8641f847db7b4738fa2f3db38abee53f,,,kept,
CP01-R0476,476,477,476,4ce44de46ed02c68c4a970468810d289e1e1bcfbd630c253eadffd2ff6de0ef4,,CP01-R0476,kept,
CP01-R0477,477,478,477,80ced56cc29abc33bbf6c97e4bc899f4cfc3dcffc96f95191483b4042d019f0f,,CP01-R0476,kept,
CP01-R0478,478,479,478,b423416acfcdb8685f56a082053b5479598218b85a455850b891b524d5c6a83e,,CP01-R0476,kept,
CP01-R0479,479,480,479,7be0a478dad85f39db114dc8036531103ab4bead391e8af353e1def7756b9d77,,CP01-R0479,kept,
CP01-R0480,480,481,480,50289e36cb324087eeb38aefd4da24de831d7ed5c37d46a92cf01aa4986de011,,CP01-R0479,kept,
CP01-R0481,481,482,481,15bc67f64a7b45e3643652005036a9ce5468d76c221ea1a0d1130e94cbc66050,,CP01-R0479,kept,
CP01-R0482,482,483,482,863a472e1f452a10d79a78a917fd577b8136c28ece6cef95f25a09709a51e245,,CP01-R0482,kept,
CP01-R0483,483,484,483,1246f6cdc5c4aa2dd991bc100de0995355d40611782d0a58eb702745d4dc6093,,CP01-R0482,kept,
CP01-R0484,484,485,484,3f65c5f66fa93fb464d80ee59225216f4e3b383600028e2c990a2e4b2d856c34,,CP01-R0482,kept,
CP01-R0485,485,486,485,6f118a080656c512c8b1f3b8f1c4b8cecd80bb23f32c7437fb46e651dc108b7f,,,kept,
CP01-R0486,486,487,486,068ea0ead50e50012bfd616c195e5f591af10f691926c2cc395857e1184e73b6,,,kept,
CP01-R0487,487,488,487,1b21ea2c4118942f7a6dabf0188e22dcf97bd32615a601c85025d356f60c0aba,,,kept,
CP01-R0488,488,489,488,7d859324c72022b75280795c149c2ae6a173f7f08849c3f4b5f72735227c0b33,,,kept,
CP01-R0489,489,490,489,b9021d1bc3be7d2a4c383842c052420767f1ecb264ad76ddfdf6397f256656cf,,,kept,
CP01-R0490,490,491,490,d188d7ac7b05a5a68ba42f0730947e0b73814a6b7abeaa655e21838fd3deb4b9,,,kept,
CP01-R0491,491,492,491,67984683484e0c6bc51a62ba9b2f20fc763b7bfffc3f9e4e5e8d44193aeef5b9,,,kept,
CP01-R0492,492,493,492,3119419b508fb61e826118923f13443e97b1a6a249c1a67ae135d67f83b71af1,,,kept,
CP01-R0493,493,494,493,e0c118f4b9f9c353dca9d1f9252032605a4cc310a888754bacc17573906c196d,,,kept,
CP01-R0494,494,495,494,07635b73a0fa7f604e9230b61c3fe831662bdb6058ca4521f78dabbea3973a8b,,,kept,
CP01-R0495,495,496,495,df024bb0811dfbf0ac836513e3a8004e7694ee7a43f26317143d264895e44ecf,,,kept,
CP01-R0496,496,497,496,531dd59f87bd29e8e401a3fd31c1f295131804ddbcb6df2948b623960923da01,,,kept,
CP01-R0497,497,498,497,b60cd1acb93e69d00c0e7d0a1a1aec425bf4158849d82bbabae49419ad6a7173,,,kept,
CP01-R0498,498,499,498,f7f6a979ded0bc211ac366ef69c4045e34008c2f9ce912304f6b152ab5b05c26,,,kept,
CP01-R0499,499,500,499,94fbcaaaa8e30d2be48bd699997ccff2595ff912ad6c7e2543e8eb4cd25f165f,,,kept,
CP01-R0500,500,501,500,f7b701d088371a9ad9d22c245eee9bd07e302e74ef3453ec2194826f5ac5a3af,,,kept,
CP01-R0501,501,502,501,13e93fc5d5b4d9ead743053c35a18a52887b73de758563f4338132e784962d78,,,kept,
CP01-R0502,502,503,502,ca111f79c7145345e5152955368402766b3db8395be0c305086c5607d8444a32,,,kept,
CP01-R0503,503,504,503,4aa00f429de2ef4752f7a235de71e95ed0311153bc002a53c0780e760852bd15,,,kept,
CP01-R0504,504,505,504,d59dffb71e254cd948c1c52029e355fde88620a50696ad36c2e9d56916971992,,,kept,
CP01-R0505,505,506,505,63e2d4124a19c7ef191424705a5cc19fa8ce3801fb46e6f8d7f2f1ded19c1e9f,,,kept,
CP01-R0506,506,507,506,daa8dc71e965009b39bc433732b9dd54bf440eb501ddc63b062ff2813cfb76f2,,,kept,
CP01-R0507,507,508,507,083c260a682beaeac46a3e843d27fbed7e1c86611d524658377f388bbecc6645,,,kept,
CP01-R0508,508,509,508,4c0af8c554590de46412357d64f01cc356ba4af1dbfb1b25bdf1e7f469e16670,,,kept,
CP01-R0509,509,510,509,643da7ed17a95ca323bc56cace08099ff91da279fd228c7e4b943c3a914fff73,,,kept,
CP01-R0510,510,511,510,ce4a40dc4dc077b909eb6d78ad28324d4ce5784444ebbb950c150b42393f19ca,,,kept,
CP01-R0511,511,512,511,18b8c872be4644d704680b2f0b79f2663591ba4c9c9b13051a182e40ccf4ad8c,,,kept,
CP01-R0512,512,513,512,0f96adc725954b99c9afe6670a0ea9b54234a22ffe28f083cbe2a6e0709ddddb,,,kept,
CP01-R0513,513,514,513,bc906ec5939c178f4b12c0a8a69d1771c994d998daf3b7f5a4f00e2409ee2ad7,,,kept,
CP01-R0514,514,515,514,93ff30446b69a1c6b107c32e1313deb5c931bb2933250754e0bb2c7e6e3a32b9,,,kept,
CP01-R0515,515,516,515,34ab3b8fae378a3bcae55412937ba70e46189e1e184ada2943e363cb38c454eb,,,kept,
CP01-R0516,516,517,516,64d7647027ec9b0f6e51ed01426c0b59092a6eb4c0a18ec4d04382a376d36d76,,,kept,
CP01-R0517,517,518,517,65680610d7be843adb3b87ef2ef8ace333ff02a502dd358b3be0b1725f7899ca,,,kept,
CP01-R0518,518,519,518,8a3680d25ce0dd3f4f0226cb1a67ea5eeca7cbc769ee73b860c7b20b38e97416,,,kept,
CP01-R0519,519,520,519,178a639dd2b05889afb47192c84fb75b6704dd6bf2201e4b07f6bd20a288da00,,,kept,
CP01-R0520,520,521,520,d049372a47c1aed6196678ed94f37712447ce197410ae1b4e7fdee6595e2339d,,,kept,
CP01-R0521,521,522,521,ae1049b1df48281ef2585b42fa9674c49b74707d603f248a1bf3581674b43973,,,kept,
CP01-R0522,522,523,522,ea3ab80ac04bc529949f97c3b4b0c25affb950eeeff80bf778c9dcde0724f297,,,kept,
CP01-R0523,523,524,523,2db1d079f2a0acf36f84995d4959e2e0d1542b57428768fc5c31c3db07bf5ab2,,,kept,
CP01-R0524,524,525,524,e341ef80ec3c146dfe16f59a5487088367e4fa64f3f932f91925577fb4f4d813,,CP01-R0524,kept,
CP01-R0525,525,526,525,98c8e96c5ad0167435f742ba298344b547ca8e1a95b36839d0b5340d33aa4098,,CP01-R0524,kept,
CP01-R0526,526,527,526,6bd2977dd8d205e5ddc858462c8b7932b54a41cdbd978e972417f3639ccb9921,,CP01-R0526,kept,
CP01-R0527,527,528,527,0331adb2cded2719ca924c35974ea5719f31c1e6366b395fb709357076b44da7,,CP01-R0526,kept,
CP01-R0528,528,529,528,f94e18733006c08b47b6a55decc427062986f122f67efc51701142f7af4276b2,,CP01-R0528,kept,
CP01-R0529,529,530,529,d2a77f0a51a137e3ccb98bd3fab0a91f528484edb9230bba83ecf9788758023f,,CP01-R0528,kept,
CP01-R0530,530,531,530,34ab70d1250ec5808a8c3fc1a52af12215f2bad325c8cef6087da119d4d06270,,CP01-R0530,kept,
CP01-R0531,531,532,531,f6a22689417081d0b6971b7f7bbf4da51a97b4fe4e22f7e941ad65c69122f305,,CP01-R0530,kept,
CP01-R0532,532,533,532,204380558c3229462d921da6b4114b29744dc1fdfe74eaa5c312f2323335b628,,,kept,
CP01-R0533,533,534,533,ab130b383a208bfe04fc3632926f636e9feba98e15e47edc9f33b236843fa668,,,kept,
CP01-R0534,534,535,534,7362a730bfa3a52bafb23135f0f74917bddec52348cf50b041b54c18c451b803,,,kept,
CP01-R0535,535,536,535,fc72cd574a9e716774cf05b722962a7caf43ee3e4f2196c495773cbfe50e2e18,,,kept,
CP01-R0536,536,537,536,cbe920186d65b6730ecd1dd1539bd0cc95ac57bbaecbb7231060cfa225f58077,,,kept,
CP01-R0537,537,538,537,edd1546a0e72beabb23383d91be2cc506e3eacdaa0c931d0401352069a0fcece,,,kept,
CP01-R0538,538,539,538,6d2a64f08c280441b8ee2b9816af8c612191a6971269f09eb029183c1f9939ee,,,kept,
CP01-R0539,539,540,539,f199472e67bf4df6bae605b124628e04b8cacca56d6bb271150da0ca4d496a0f,,,kept,
CP01-R0540,540,541,540,6e2f8cf5fed0325d962d4ea3bff781fb1fabc814c0034c5a813cb6a6ebe86d42,,,kept,
CP01-R0541,541,542,541,b2a7dc384e4fce0b32874e9524da319429219447fddbd7f1ac2ac89b3b3e2142,,,kept,
CP01-R0542,542,543,542,15eb65e8474e1ca14129b5444402e90ad2140ac3c3b1a330b8d73b98093f3fc3,,,kept,
CP01-R0543,543,544,543,03dc8194707c59eb7f293c116763cf12a74a2754c5e52975586cd79939e17185,,,kept,
CP01-R0544,544,545,544,ae3ef8c68f881ea0075c4ef06dcdd423911cce5a789c7b1b8c6e1464465dd28f,,,kept,
CP01-R0545,545,546,545,dc38c24f9eda409d86c145515d41c159442086b417fa309b6ca6fd99cbdefe66,,,kept,
CP01-R0546,546,547,546,1cf426827747ac1158164ec649f89bcc857958a704fce71de5ef41928c89f9ae,,,kept,
CP01-R0547,547,548,547,2b53953a032ec5a44eb8c428b704ebd64be7673229efe3ceda94b29092fe4ba4,,,kept,
CP01-R0548,548,549,548,725d4b08c1aaa4cb321c43e2cb20f7cf3494e8e203e60600e52faa470e6c8925,,,kept,
CP01-R0549,549,550,549,5d2edcf9469e96d7629fde9dd12245551012a222793095f530f871a7c7c9c062,,,kept,
CP01-R0550,550,551,550,e060227a32fc68c44a64abb2a21d89d21754438b770487f29ae0d2604fb1be57,,,kept,
CP01-R0551,551,552,551,89d1155fafb3ccee7b4a5283639e409c557798ab5a1f5fd16a62b41e4893192e,,,kept,
CP01-R0552,552,553,552,e8afdd2da93c54976a872824065618f17eaa263d4b6be35c61326be7ef20930d,,,kept,
CP01-R0553,553,554,553,a5478727b6c6431bc6d162129e1d773f382d2140a418905e373ce3178f3842e1,,,kept,
CP01-R0554,554,555,554,ace2f35393cc0b8f2c4e1775f45ddc608c11bb745c405392de3a6439320fc71a,,,kept,
CP01-R0555,555,556,555,33fe8db879a0461ac43979fbe5ad3e27aecc88fdbb8a0f651e274942b4af837f,,,kept,
CP01-R0556,556,557,556,abcb0bee9e436b31009af6310bc56fa5ece844b2dde0f44ffea88cb5b527ef0d,,,kept,
CP01-R0557,557,558,557,e4f4fbae9cd779b789d165b0a2640084a7187960c7e502a869a5fd662c9efe14,,,kept,
CP01-R0558,558,559,558,86e436ed51a2e055b04da583041fd48c8c9cc870ff6870f967b10bd92adaa2bb,,,kept,
CP01-R0559,559,560,559,8a4311d8b10136bccfc05b7b0116c2fb5ea447a9e83a2fed3b5a010edcd13002,,,kept,
CP01-R0560,560,561,560,03559023edac5d0f2be321db8ccf8c65ba4258e4d72becb05582b623bb27c83a,,,kept,
CP01-R0561,561,562,561,a808f9b9d29ba1d1aab3bafdfdc117b59666d915becfafe22a2593c59942f996,,,kept,
CP01-R0562,562,563,562,08fb8dfc918dc2d3061c05946f329d88b96ae1cda29b13b00672de63045c7391,,,kept,
CP01-R0563,563,564,563,a4bdafdb8fc4524078ff411ea823db29e5aecac27b070db920ed1f61fb33ec30,,,kept,
CP01-R0564,564,565,564,438beb04474293a4c5708d249fc2db49e512987c09f010f73dd1e56b5aac6435,,,kept,
CP01-R0565,565,566,565,fc5e3f97fbcad095dd98ff120f204135dd502c7666b6315981d1c1ee98f23815,,,kept,
CP01-R0566,566,567,566,251eec8cdb6fd10efe73e96f4b26d99d1dc2d27635de68a1973f77b53c49766d,,,kept,
CP01-R0567,567,568,567,4450f5752f6af58f314319a4520a4fa318885bdd31cffd462ab5d0a8b91525e7,,,kept,
CP01-R0568,568,569,568,ee54fd658e881e0f5402e819d15cd8a4c78e37e1c57de1402e01625b167af1f2,,,kept,
CP01-R0569,569,570,569,0384852f742913cfffe848f1ea2c87b9b8faf0c2b84b31478ece3661650a8481,,,kept,
CP01-R0570,570,571,570,48577acc9b0ccd03ee2148b05e3581ed2510d2762e6989b131522f8d58072413,,,kept,
CP01-R0571,571,572,571,ad2e4bb4ab62ad1a0765918ba090b38970a067535ff35b0b09015ac1da8d833b,,,kept,
CP01-R0572,572,573,572,20a8c9d07902d5e9db6419b2ab0cade3a4044a2855305bca453512b6983680d9,,,kept,
CP01-R0573,573,574,573,ed5e588f1b0398b8428562cc22e5acc1eec6bac8e687c10096e83aaee35755ad,,,kept,
CP01-R0574,574,575,574,6fd34d3578f929a060a16038151694db857d5dbbfe5136879bf8d31c80a62aa6,,,kept,
CP01-R0575,575,576,575,7e2df70ccedeb694f7d03c9c525e082d67c3bea077723d09f464a7170cc8dd48,,,kept,
CP01-R0576,576,577,576,5df7e82bffb2745ba93a6631b0f9d008368c93a89bf557cba764319899626377,,,kept,
CP01-R0577,577,578,577,d67869a0655fa7736f5ce815baf6387ff75e814f9adad30558915c118f8d38b5,,,kept,
CP01-R0578,578,579,578,4208b886c857aa50fba9984ef5360645db833d9e96c731312891bb7c2cf9e93e,,,kept,
CP01-R0579,579,580,579,579149236bfa11c361bc090e8971778cf64c30c9b1c19a76dcf916d147aa7066,,,kept,
CP01-R0580,580,581,580,02a158d4a053a36f8c3558aa409d456d25906e391a123935c23f1ff94f579f7b,,,kept,
CP01-R0581,581,582,581,c7e4454ea6635e42ee2a643b24a2e54faebc5fd8c41da83ce40032e26983cf7d,,,kept,
CP01-R0582,582,583,582,4b9e7be131ce079211fe136695d04192f3e357e933e251a7adc1ff5c72a12f20,,,kept,
CP01-R0583,583,584,583,95976966f4674255401c8a1e38a25a88b9f933f9c6a90648bae4b9f1d29fcab9,,,kept,
CP01-R0584,584,585,584,879e7663f39fd9ac8584555a369504c636e80df5d15acba701026a6d63af52ab,,,kept,
CP01-R0585,585,586,585,0a46d72583d6ba84499d12ef27a3dfba442b80b146e2f5af839e2b78869303d0,,,kept,
CP01-R0586,586,587,586,ba9890dbda7bc13606f24c256961242b6cd47eb42955bb62b035ede3533ca06c,,,kept,
CP01-R0587,587,588,587,eb7d3ec5f0488d6523d45c6206e7ae7a054fccec734df12be364b24b82dffbfb,,,kept,
CP01-R0588,588,589,588,5c32b8700ea0f3858e77d5e898fc7628286766577dd7b9357c5e3c40fc56dadb,,,kept,
CP01-R0589,589,590,589,1f3f676928cef2bfd6b2fc6ef87dfe0c64114390a2ab7669d49be406bd3a76ff,,,kept,
CP01-R0590,590,591,590,b395958949a27a49d72d6400fb4843b16e4b9cd07cfac98a7723d1cc37a901de,,,kept,
CP01-R0591,591,592,591,9cf1beec21065e67a2e41f799070a593f2c0bd82a8f77f5522a0d85a4976d3d7,,,kept,
CP01-R0592,592,593,592,c2687e5c29d8620051c9947caf40f7847e7bebb6a385f93d855b17142f2f998b,,,kept,
CP01-R0593,593,594,593,130595167491b4ecd61a6067319048575ff144343ce05019b7aad2fd1444b9df,,,kept,
CP01-R0594,594,595,594,42bf697b9d84899574864cae3cb5c8967511bc515be0a41c0a8ae9f239403ac8,,,kept,
CP01-R0595,595,596,595,6ec14b13663b8295cdd6d3084c6cbc699752c972f539241d82e8366de4a5f67a,,,kept,
CP01-R0596,596,597,596,cf1c60b88f0af170509e87d72cc68dcc0b6740ecb3d1cfbb6e92a43f5b04957d,,,kept,
CP01-R0597,597,598,597,d976aea5de86fa67061eeb92837af9d6f8f7a665677e82a1f114f2ebd09dd75f,,,kept,
CP01-R0598,598,599,598,a6837bfbdb65969f9303d423e87976ee3de3529fefb9632be3041e40510dc654,,,kept,
CP01-R0599,599,600,599,22402b0cbded8670de4129074862df00f149b7e7b158dc7773bd90058e520c51,,,kept,
CP01-R0600,600,601,600,1cd3c6e1ec695bacdcf8cb6a5b592716c58a248c361f362d48f0e73525051e70,,,kept,
CP01-R0601,601,602,601,c5f9e9419d2eb787113fe32a4e12b9de9d073a4093c831504b2e42bb6240d251,,,kept,
CP01-R0602,602,603,602,cb7ff045b1e19c95e8fb2367f30d014d5d46e44e07f96296f42e6f8deb227431,,,kept,
CP01-R0603,603,604,603,352456968e5a75526e73ef8e92601619b7f7b54db4b6c7e95b90954bb7069f86,,,kept,
CP01-R0604,604,605,604,315fa29ace9d489d19046418a80b57a9a311393a21df0ad7a1010befa9471270,,,kept,
CP01-R0605,605,606,605,b9d3a813ccbee10b45e0ad0b52c87254bdc521c658a58381b0b9b8fbbf2c7536,,,kept,
CP01-R0606,606,607,606,8abe00cda11dc54fc095f92c1b3bc210d64018b4e75bef346f6731cc3c348cce,,,kept,
CP01-R0607,607,608,607,c3b8c593b730d93d83e0d7ceac60894248a4519ea6b32bf5aeb30be5967e5792,,,kept,
CP01-R0608,608,609,608,0dbe560e3db1d1702492878e65fb1a0f80ee7f0f1ed622e6cab1b2af44ce392a,,,kept,
CP01-R0609,609,610,609,dc5a01805993ed29161a100f36663b0916fe91f9d38035fb4949802f0e7a958c,,,kept,
CP01-R0610,610,611,610,bee2b34d00157a53248ac809a20ead79d8e23469cc36665440a40ee589789e0a,,,kept,
CP01-R0611,611,612,611,21a910fbe14466c1c390a76697f4379bf4622223a7c72d5958df9ccc0013c555,,,kept,
CP01-R0612,612,613,612,e62e3af1e6cd30f4e97b1453846db2e1a7e6b8adf934432c37996e239bb4eb9d,,,kept,
CP01-R0613,613,614,613,6879b8c0ebee1096a7c67c4a79068c33aba7f3c02badada8fb98b49b55645d3c,,,kept,
CP01-R0614,614,615,614,82fd028a968cd1dfdb070c3acaa9120af83d0e4e9eeb9eb9bbd2b6ea5c2f1e88,,,kept,
CP01-R0615,615,616,615,8a25659ea5f61bb34d071c3460c5b7dbf4eb8a7c358ddeaaf6e3d0e67268cd50,,,kept,
CP01-R0616,616,617,616,2bf32d8b6994f61399e14d24bd731fe3cd22affcf497e9d24dea34c27a119914,,,kept,
CP01-R0617,617,618,617,3bb611fd20f0862c7acc1d661df8b4b068e8f6573a02c8762a1bc801e31b6f52,,,kept,
CP01-R0618,618,619,618,2846354296129df5dde3242b3ec35bef6f5e056ead3ce823a64595b217a00dbd,,,kept,
CP01-R0619,619,620,619,24ff843eee53b2efe84bf1c605f0bdbe5daa009a95f0f1762e91a5af199c85a4,,,kept,
CP01-R0620,620,621,620,2821007588809d3c836dbdefdeada3b270dfd2a60225c801d6aaee3545225d74,,,kept,
CP01-R0621,621,622,621,14c30620a435ca68eb13eb106b691611e6b613ccc4e79327d97fd39de75db137,,,kept,
CP01-R0622,622,623,622,2d811c02503f4cfd0e9a8105eff2bf212bc36b37bc35651dad359dc478252e8a,,,kept,
CP01-R0623,623,624,623,77c4fdbce9bfbb8e959929230af2b3949241f54677b9341c3b452d20c64212c7,,,kept,
CP01-R0624,624,625,624,746d8e9cfcd12e583a575911d0b20a6e1e595185bb0737789a487385ffa63e26,,,kept,
CP01-R0625,625,626,625,32aae61ad5253380c0da62eedd478ae8f32a63b25784ac5f01e5f5093fe364a8,,,kept,
CP01-R0626,626,627,626,f34cdc4bbad566cb8cfb8c1f2efcb022e53b29bc2f56eba1465786e721e55d91,,,kept,
CP01-R0627,627,628,627,2a0352ecec1eac2b91b1aa6ec4443411376afe097395be43c84862f87806f557,,,kept,
CP01-R0628,628,629,628,f9eb9785827aa8ffb9dece559c393ae750edfe14744f284da15b743dde6cae36,,,kept,
CP01-R0629,629,630,629,fb6a721a40668e7526248726a483b16e21480510a229d67d1de47f68b5f5c407,,,kept,
CP01-R0630,630,631,630,7962aecb4d6db552564863239948fcd8a006a9bd749cf8e2fda01bf27a5b9230,,,kept,
CP01-R0631,631,632,631,46fe116cb901835b1799d293068e9a5dce9cb54013f5626d4651870ca3ae182f,,,kept,
CP01-R0632,632,633,632,720c2c7c06a8d58d6e9fedcdd2c3062e4ebd0ba6cf8eda3d2e5770a97524d31f,,,kept,
CP01-R0633,633,634,633,c18ac37ec9c5be3df08f2b669990a6ce31f4e48fccf13c9bd90fceb034b2a5b7,,,kept,
CP01-R0634,634,635,634,ac0be28f8791d4c40eb2e530e185df231625f1cb20188e4439d899418ded0c9a,,,kept,
CP01-R0635,635,636,635,b752cce85a87b8d552100a15549a3fa43fe1d6aba5a2cca9bc5a6921655afdaa,,,kept,
CP01-R0636,636,637,636,9682cef7c7bd5426c738fbac0b87dd25eae1f5562196677274119026335a0bb0,,,kept,
CP01-R0637,637,638,637,86fff62355647695719d5919031b9c17f88f66c412c354d76f55d48548ebd4d6,,,kept,
CP01-R0638,638,639,638,cb195128e87d384b258a6e837822ce9bf2a8e1d62dc54e4e009e9765eb5a32ea,,,kept,
CP01-R0639,639,640,639,a770cd22394432859bd8755c754ced403b984f96bab631ea0c0bd471cc55d586,,,kept,
CP01-R0640,640,641,640,21f5fb26f9df432f13f836a0f9d0ebdb2708daa2ae8edc939e99f35aed40286f,,,kept,
CP01-R0641,641,642,641,eab51b6ba2c00c8cc591baff651c74a08fc978c3ce792889f83139d6bc18cbc9,,,kept,
CP01-R0642,642,643,642,d52a21c1d1fa9c06865e7ce480b914b482c25725bd51f03a8f20b0746946a050,,,kept,
CP01-R0643,643,644,643,8e8a8f392515bc21bd22b225e1cedfa1b78e7d87aa8255500757bb94b2a2de29,,,kept,
CP01-R0644,644,645,644,0d3ab10a9894f5a228893ffe84f3ccbdd3adde3220e81fa57cca957573cc0b3b,,,kept,
CP01-R0645,645,646,645,fc901a5ad5daf83b1a6bdab3cfc785c727302784a40342be31984885f6934bef,,,kept,
CP01-R0646,646,647,646,136382b618cbafb03ebb36b06ca0dd1e56e95cda15cf8d16bf781b383dfa5791,,,kept,
CP01-R0647,647,648,647,2d9410274be5ec3917de36d0b344262e3913a4053d6aa5d134aab9876be871f7,,,kept,
CP01-R0648,648,649,648,b00b9b5bfc6ed163dc6305041347f9e29b7ba638442fc1823fcb67ef14e6935a,,,kept,
CP01-R0649,649,650,649,0e39f004a758c7ac573f3fbe94876c952c944bfea0eec2154556a6b7f661cda5,,,kept,
CP01-R0650,650,651,650,44656fd89b3eba70eea16a0f226827c05c8397a201f94df739c4754fcdd6faf0,,,kept,
CP01-R0651,651,652,651,538970c2a927b9069df177d5a4a5c7ae55835b25022e5c0123e9b5062520de87,,,kept,
CP01-R0652,652,653,652,71dbf5ed69a11b1b9642470bce92c6b6488c14e4cdc193ac0ed42db5ae5da29f,,,kept,
