row_id,source_record,source_line,fitted_mpa,residual_mpa,leverage,internal_standardized_residual,deleted_studentized_residual,deleted_residual_mpa,cook_distance,leverage_screen_2p_over_n,cook_screen_4_over_n,screen_union
CP01-R0450,450,451,33.47402889,2.37597111,0.01042496,0.22967792,0.22957135,2.40100146,0.00006175,false,false,false
CP01-R0451,451,452,35.72385341,18.04614659,0.00684701,1.74132112,1.74305838,18.17056053,0.00232274,false,false,false
CP01-R0452,452,453,37.07784690,16.38215310,0.00605307,1.58012646,1.58128712,16.48191924,0.00168948,false,false,false
CP01-R0453,453,454,37.94316678,11.04683322,0.00536803,1.06514579,1.06521604,11.10645296,0.00068034,false,false,false
CP01-R0454,454,455,30.43507628,1.28492372,0.00527396,0.12388766,0.12382791,1.29173628,0.00000904,false,false,false
CP01-R0455,455,456,28.69523618,10.94476382,0.00566971,1.05546424,1.05552323,11.00717130,0.00070579,false,false,false
CP01-R0456,456,457,37.97332769,13.28667231,0.00583870,1.28141635,1.28181983,13.36470479,0.00107151,false,false,false
CP01-R0457,457,458,28.16179600,15.22820400,0.00501680,1.46805821,1.46889024,15.30498609,0.00120741,false,false,false
CP01-R0458,458,459,30.46665738,8.80334262,0.00660433,0.84935440,0.84923843,8.86186937,0.00053290,false,false,false
CP01-R0459,459,460,32.30642486,5.65357514,0.01404869,0.54751737,0.54732953,5.73413221,0.00047461,false,false,false
CP01-R0460,460,461,42.20312377,12.81687623,0.00607589,1.23625495,1.23657524,12.89522619,0.00103808,false,false,false
CP01-R0461,461,462,40.70504063,9.28495937,0.00698532,0.89599305,0.89590645,9.35027406,0.00062748,false,false,false
CP01-R0462,462,463,42.18970454,11.47029546,0.00598027,1.10631695,1.10643842,11.53930364,0.00081817,false,false,false
CP01-R0463,463,464,38.49979990,-0.81979990,0.01210960,-0.07931511,-0.07927651,-0.82984904,0.00000857,false,false,false
CP01-R0464,464,465,40.74962442,15.31037558,0.00835270,1.47846039,1.47932056,15.43933571,0.00204572,false,false,false
CP01-R0465,465,466,42.10361791,14.70638209,0.00752354,1.41954185,1.42024874,14.81786483,0.00169729,false,false,false
CP01-R0466,466,467,42.96893778,7.97106222,0.00669150,0.76908898,0.76893502,8.02475987,0.00044274,false,false,false
CP01-R0467,467,468,35.46084729,-1.90084729,0.00635038,-0.18337201,-0.18328521,-1.91299553,0.00002388,false,false,false
CP01-R0468,468,469,33.72100719,7.43899281,0.00647518,0.71767405,0.71750351,7.48747557,0.00037298,false,false,false
CP01-R0469,469,470,42.99909869,9.96090131,0.00716154,0.96130634,0.96127058,10.03275124,0.00074064,false,false,false
CP01-R0470,470,471,33.18756700,11.09243300,0.00619551,1.06998774,1.07006374,11.16158476,0.00079303,false,false,false
CP01-R0471,471,472,35.49242838,4.65757162,0.00731235,0.44952691,0.44935119,4.69188029,0.00016539,false,false,false
CP01-R0472,472,473,53.70724943,3.32275057,0.00564540,0.32042734,0.32028649,3.34161532,0.00006477,false,false,false
CP01-R0473,473,474,53.70724943,-9.28724943,0.00564540,-0.89560999,-0.89552313,-9.33997732,0.00050600,false,false,false
CP01-R0474,474,475,53.70724943,-2.68724943,0.00564540,-0.25914319,-0.25902477,-2.70250615,0.00004236,false,false,false
CP01-R0475,475,476,53.32735746,0.06264254,0.00592135,0.00604173,0.00603877,0.06301568,0.00000002,false,false,false
CP01-R0476,476,477,50.85169772,-15.49169772,0.00596700,-1.49417366,-1.49507725,-15.58469152,0.00148907,false,false,false
CP01-R0477,477,478,50.85169772,-25.83169772,0.00596700,-2.49146627,-2.49785057,-25.98676063,0.00414021,false,true,true
CP01-R0478,478,479,50.85169772,-27.50169772,0.00596700,-2.65253771,-2.66042105,-27.66678533,0.00469284,false,true,true
CP01-R0479,479,480,51.30858600,0.70141400,0.00589266,0.06764882,0.06761584,0.70557170,0.00000301,false,false,false
CP01-R0480,480,481,51.30858600,-13.28858600,0.00589266,-1.28163570,-1.28203960,-13.36735531,0.00108184,false,false,false
CP01-R0481,481,482,51.30858600,-12.00858600,0.00589266,-1.15818436,-1.15837823,-12.07976799,0.00088347,false,false,false
CP01-R0482,482,483,56.90546734,4.16453266,0.00568939,0.40161294,0.40144793,4.18836190,0.00010255,false,false,false
CP01-R0483,483,484,56.90546734,-0.76546734,0.00568939,-0.07381899,-0.07378303,-0.76984731,0.00000346,false,false,false
CP01-R0484,484,485,56.90546734,-1.65546734,0.00568939,-0.15964747,-0.15957126,-1.66493984,0.00001620,false,false,false
CP01-R0485,485,486,56.52557537,-1.75557537,0.00597693,-0.16932602,-0.16924546,-1.76613141,0.00001916,false,false,false
CP01-R0486,486,487,51.24176024,-1.00176024,0.00639629,-0.09664061,-0.09659371,-1.00820904,0.00000668,false,false,false
CP01-R0487,487,488,51.12487041,-4.44487041,0.00628078,-0.42877526,-0.42860383,-4.47296412,0.00012911,false,false,false
CP01-R0488,488,489,50.45275384,-3.77275384,0.00611781,-0.36390957,-0.36375491,-3.79597692,0.00009057,false,false,false
CP01-R0489,489,490,48.38620854,-25.63620854,0.00646877,-2.47323565,-2.47946266,-25.80312290,0.00442515,false,true,true
CP01-R0490,490,491,48.26931870,-22.75931870,0.00635008,-2.19555854,-2.19968193,-22.90476572,0.00342289,false,false,false
CP01-R0491,491,492,47.59720213,-12.82720213,0.00616882,-1.23730878,-1.23763093,-12.90682197,0.00105585,false,false,false
CP01-R0492,492,493,48.84309681,-12.00309681,0.00643429,-1.15797045,-1.15816400,-12.08082838,0.00096484,false,false,false
CP01-R0493,493,494,48.72620697,-2.82620697,0.00631611,-0.27263544,-0.27251181,-2.84417107,0.00005250,false,false,false
CP01-R0494,494,495,48.05409040,-6.38409040,0.00613778,-0.61579818,-0.61561087,-6.42351653,0.00026021,false,false,false
CP01-R0495,495,496,54.43997816,1.90002184,0.00671930,0.18332642,0.18323964,1.91287503,0.00002526,false,false,false
CP01-R0496,496,497,54.32308832,-6.35308832,0.00660736,-0.61295260,-0.61276510,-6.39534465,0.00027766,false,false,false
CP01-R0497,497,498,53.65097175,7.80902825,0.00646488,0.75336917,0.75320953,7.85984115,0.00041035,false,false,false
CP01-R0498,498,499,50.06575957,-6.03575957,0.00606395,-0.58217718,-0.58198861,-6.07258344,0.00022976,false,false,false
CP01-R0499,499,500,49.83197989,5.61802011,0.00618177,0.54191638,0.54172884,5.65296545,0.00020297,false,false,false
CP01-R0500,500,501,51.92926993,3.62073007,0.02963212,0.35345197,0.35330045,3.73129628,0.00042388,true,false,true
CP01-R0501,501,502,52.19336281,5.72663719,0.01936401,0.55609401,0.55590581,5.83971755,0.00067849,true,false,true
CP01-R0502,502,503,49.07371822,-23.46371822,0.03006962,-2.29102072,-2.29580727,-24.19113646,0.01808019,true,true,true
CP01-R0503,503,504,49.53060649,-16.04060649,0.02997674,-1.56614575,-1.56726229,-16.53631119,0.00842217,true,true,true
CP01-R0504,504,505,55.12748784,4.46251216,0.02954630,0.43560662,0.43543371,4.59837720,0.00064191,true,false,true
CP01-R0505,505,506,49.33781110,-19.78781110,0.01981613,-1.92196929,-1.92451243,-20.18785621,0.00829777,true,true,true
CP01-R0506,506,507,49.79469937,-11.87469937,0.01972091,-1.15332105,-1.15350775,-12.11359039,0.00297328,true,false,true
CP01-R0507,507,508,55.39158072,6.46841928,0.01926183,0.62809320,0.62790685,6.59545991,0.00086089,true,false,true
CP01-R0508,508,509,50.36448274,11.68551726,0.01172830,1.13034815,1.13050204,11.82419494,0.00168477,false,false,false
CP01-R0509,509,510,48.59410392,-16.58410392,0.01001786,-1.60280539,-1.60403955,-16.75192229,0.00288846,false,false,false
CP01-R0510,510,511,51.98055676,20.11944324,0.01488556,1.94928383,1.95196456,20.42345776,0.00637949,false,true,true
CP01-R0511,511,512,47.96581930,-8.96581930,0.01195927,-0.86737125,-0.86726596,-9.07434177,0.00101181,false,false,false
CP01-R0512,512,513,53.56270065,12.13729935,0.01179402,1.17408838,1.17430627,12.28215536,0.00182799,false,false,false
CP01-R0513,513,514,49.12500506,-17.01500506,0.01513250,-1.64871521,-1.65010566,-17.27644088,0.00464068,false,true,true
CP01-R0514,514,515,49.58189333,-9.29189333,0.01507011,-0.90033477,-0.90025119,-9.43406578,0.00137809,false,false,false
CP01-R0515,515,516,55.17877468,19.18122532,0.01501316,1.85850442,1.86074417,19.47358538,0.00584960,false,true,true
CP01-R0516,516,517,20.43201618,1.53798382,0.00815588,0.14850207,0.14843094,1.55063058,0.00002015,false,false,false
CP01-R0517,517,518,17.57646447,-7.72646447,0.00860360,-0.74620750,-0.74604544,-7.79351677,0.00053692,false,false,false
CP01-R0518,518,519,18.03335274,-2.96335274,0.00850909,-0.28618143,-0.28605272,-2.98878457,0.00007810,false,false,false
CP01-R0519,519,520,23.63023409,-0.38023409,0.00805861,-0.03671221,-0.03669425,-0.38332314,0.00000122,false,false,false
CP01-R0520,520,521,34.02106413,9.70893587,0.01118848,0.93889568,0.93884115,9.81879325,0.00110828,false,false,false
CP01-R0521,521,522,31.16551243,-17.76551243,0.01150211,-1.71827365,-1.71992056,-17.97223097,0.00381719,false,false,false
CP01-R0522,522,523,31.62240070,-7.49240070,0.01142905,-0.72463539,-0.72446675,-7.57902171,0.00067453,false,false,false
CP01-R0523,523,524,37.21928205,7.30071795,0.01124140,0.70602958,0.70585608,7.38372136,0.00062970,false,false,false
CP01-R0524,524,525,50.55644723,12.38355277,0.00686555,1.19493340,1.19518410,12.46916047,0.00109676,false,false,false
CP01-R0525,525,526,50.55644723,8.93355277,0.00686555,0.86203053,0.86192200,8.99531056,0.00057078,false,false,false
CP01-R0526,526,527,47.70089552,-22.58089552,0.00685464,-2.17889959,-2.18291343,-22.73674781,0.00364086,false,false,false
CP01-R0527,527,528,47.70089552,-24.06089552,0.00685464,-2.32170931,-2.32672211,-24.22696270,0.00413376,false,true,true
CP01-R0528,528,529,48.15778380,-12.40778380,0.00683351,-1.19725223,-1.19750667,-12.49315591,0.00109585,false,false,false
CP01-R0529,529,530,48.15778380,-9.54778380,0.00683351,-0.92128503,-0.92121673,-9.61347759,0.00064888,false,false,false
CP01-R0530,530,531,53.75466514,14.99533486,0.00728196,1.44725706,1.44803420,15.10533130,0.00170715,false,false,false
CP01-R0531,531,532,53.75466514,13.02533486,0.00728196,1.25712483,1.25748263,13.12088061,0.00128806,false,false,false
CP01-R0532,532,533,29.11395698,-5.26395698,0.01375232,-0.50970841,-0.50952357,-5.33735802,0.00040252,false,false,false
CP01-R0533,533,534,27.38064145,4.68935855,0.00740508,0.45261598,0.45243966,4.72434268,0.00016981,false,false,false
CP01-R0534,534,535,17.44332151,-5.79332151,0.00806007,-0.55935485,-0.55916654,-5.84039548,0.00028248,false,false,false
CP01-R0535,535,536,28.18365307,-8.98365307,0.00636524,-0.86664662,-0.86654089,-9.04120250,0.00053460,false,false,false
CP01-R0536,536,537,38.12097301,10.72902699,0.00541057,1.03452474,1.03456037,10.78739290,0.00064690,false,false,false
CP01-R0537,537,538,31.03920478,8.56079522,0.00566875,0.82556454,0.82543570,8.60960087,0.00043173,false,false,false
CP01-R0538,538,539,39.90063077,4.03936923,0.00905251,0.39020308,0.39004103,4.07626971,0.00015455,false,false,false
CP01-R0539,539,540,37.50196733,-2.93196733,0.00966535,-0.28331568,-0.28318803,-2.96058241,0.00008704,false,false,false
CP01-R0540,540,541,46.98239900,7.33760100,0.00864474,0.70866649,0.70849363,7.40158580,0.00048659,false,false,false
CP01-R0541,541,542,37.04507906,-12.64507906,0.00980932,-1.22198140,-1.22227697,-12.77034752,0.00164364,false,false,false
CP01-R0542,542,543,21.97623259,-6.35623259,0.00643964,-0.61320420,-0.61301672,-6.39742975,0.00027079,false,false,false
CP01-R0543,543,544,23.88753710,-2.02753710,0.01029319,-0.19598282,-0.19589050,-2.04862396,0.00004439,false,false,false
CP01-R0544,544,545,14.40710543,-4.18710543,0.01068202,-0.40480737,-0.40464155,-4.23231512,0.00019659,false,false,false
CP01-R0545,545,546,17.90020978,-3.30020978,0.00793953,-0.31862140,-0.31848116,-3.32662158,0.00009027,false,false,false
CP01-R0546,546,547,16.80576886,1.94423114,0.01022903,0.18792433,0.18783552,1.96432426,0.00004055,false,false,false
CP01-R0547,547,548,24.83178430,7.13821570,0.00578552,0.68841780,0.68824034,7.17975431,0.00030642,false,false,false
CP01-R0548,548,549,22.43312086,0.96687914,0.00631210,0.09327165,0.09322636,0.97302095,0.00000614,false,false,false
CP01-R0549,549,550,20.29887321,5.27112679,0.00744969,0.50877957,0.50859483,5.31068977,0.00021588,false,false,false
CP01-R0550,550,551,31.91355253,9.76644747,0.00563242,0.94181500,0.94176285,9.82176777,0.00055826,false,false,false
CP01-R0551,551,552,28.64054134,-0.90054134,0.00623092,-0.08686871,-0.08682648,-0.90618773,0.00000526,false,false,false
CP01-R0552,552,553,13.95021715,-5.75021715,0.01079555,-0.55596017,-0.55577197,-5.81297135,0.00037480,false,false,false
CP01-R0553,553,554,27.04054440,-17.42054440,0.00800262,-1.68193390,-1.68344382,-17.56107897,0.00253569,false,false,false
CP01-R0554,554,555,46.10541082,-20.68541082,0.01866754,-2.00797607,-2.01096711,-21.07890203,0.00852208,true,true,true
CP01-R0555,555,556,28.30606333,-12.61606333,0.00457136,-1.21596551,-1.21625087,-12.67400070,0.00075446,false,false,false
CP01-R0556,556,557,34.88660667,-6.94660667,0.00937998,-0.67115314,-0.67097241,-7.01238269,0.00047391,false,false,false
CP01-R0557,557,558,37.62487426,-4.99487426,0.01063628,-0.48289092,-0.48270950,-5.04857230,0.00027854,false,false,false
CP01-R0558,558,559,31.11802460,-13.87802460,0.00480095,-1.33775056,-1.33826863,-13.94497368,0.00095923,false,false,false
CP01-R0559,559,560,33.93675521,-14.16675521,0.00530715,-1.36592973,-1.36650979,-14.24234146,0.00110608,false,false,false
CP01-R0560,560,561,48.50407426,-9.06407426,0.01859138,-0.87983450,-0.87973709,-9.23578015,0.00162938,true,false,true
CP01-R0561,561,562,27.87763297,-2.12763297,0.00428398,-0.20503662,-0.20494040,-2.13678692,0.00002010,false,false,false
CP01-R0562,562,563,33.23576463,-0.15576463,0.00477742,-0.01501451,-0.01500716,-0.15651235,0.00000012,false,false,false
CP01-R0563,563,564,29.33111085,-5.26111085,0.00514219,-0.50722355,-0.50703898,-5.28830433,0.00014776,false,false,false
CP01-R0564,564,565,39.29068681,-17.47068681,0.01318188,-1.69119577,-1.69273998,-17.70405956,0.00424508,false,true,true
CP01-R0565,565,566,29.43920783,-8.36920783,0.00777722,-0.80794579,-0.80780831,-8.43480722,0.00056851,false,false,false
CP01-R0566,566,567,20.33834454,-5.49834454,0.00581479,-0.53027453,-0.53008778,-5.53050326,0.00018274,false,false,false
CP01-R0567,567,568,33.51668804,-1.46668804,0.00448723,-0.14135683,-0.14128897,-1.47329907,0.00001001,false,false,false
CP01-R0568,568,569,22.89818076,-10.93818076,0.00528183,-1.05462372,-1.05468175,-10.99626119,0.00065620,false,false,false
CP01-R0569,569,570,30.83710120,-5.38710120,0.00530949,-0.51941395,-0.51922813,-5.41585661,0.00016001,false,false,false
CP01-R0570,570,571,33.53385231,-11.04385231,0.01076725,-1.06776040,-1.06783375,-11.16405850,0.00137883,false,false,false
CP01-R0571,571,572,22.73700798,2.48299202,0.00528713,0.23940263,0.23929208,2.49618970,0.00003385,false,false,false
CP01-R0572,572,573,45.77619324,-6.07619324,0.01615390,-0.58907482,-0.58888635,-6.17595907,0.00063307,false,false,false
CP01-R0573,573,574,25.47896953,-12.38896953,0.00462548,-1.19411015,-1.19435953,-12.44654072,0.00073623,false,false,false
CP01-R0574,574,575,43.36927084,-4.66927084,0.00751262,-0.45070153,-0.45052558,-4.70461481,0.00017084,false,false,false
CP01-R0575,575,576,21.81754873,-14.30754873,0.00818809,-1.38150684,-1.38212253,-14.42566735,0.00175072,false,false,false
CP01-R0576,576,577,16.72366719,0.85633281,0.00731214,0.08264921,0.08260900,0.86264056,0.00000559,false,false,false
CP01-R0577,577,578,24.83348343,-3.65348343,0.00511822,-0.35222799,-0.35207685,-3.67227896,0.00007092,false,false,false
CP01-R0578,578,579,24.21621216,-6.01621216,0.00793643,-0.58083912,-0.58065054,-6.06434138,0.00029989,false,false,false
CP01-R0579,579,580,35.22621083,-18.02621083,0.01079748,-1.74286722,-1.74461064,-18.22297294,0.00368403,false,false,false
CP01-R0580,580,581,25.29684420,-2.66684420,0.00494289,-0.25708462,-0.25696701,-2.68009158,0.00003648,false,false,false
CP01-R0581,581,582,36.76746625,-14.90746625,0.00609461,-1.43791687,-1.43866997,-14.99887863,0.00140873,false,false,false
CP01-R0582,582,583,32.48794323,-20.11794323,0.00956271,-1.94389387,-1.94654711,-20.31218271,0.00405375,false,true,true
CP01-R0583,583,584,21.77214476,3.95785524,0.00936770,0.38238965,0.38222971,3.99528184,0.00015364,false,false,false
CP01-R0584,584,585,41.68935025,-3.87935025,0.01305238,-0.37550386,-0.37534584,-3.93065464,0.00020720,false,false,false
CP01-R0585,585,586,43.37752981,-21.45752981,0.01625135,-2.08036776,-2.08376987,-21.81200440,0.00794407,false,true,true
CP01-R0586,586,587,39.16612969,-6.12612969,0.00580892,-0.59081800,-0.59062957,-6.16192382,0.00022662,false,false,false
CP01-R0587,587,588,31.13518888,-16.59518888,0.01115946,-1.60480228,-1.60604303,-16.78247227,0.00322937,false,false,false
CP01-R0588,588,589,30.70472676,-3.79472676,0.00424374,-0.36568442,-0.36552923,-3.81089922,0.00006332,false,false,false
CP01-R0589,589,590,19.85189489,-11.85189489,0.00556002,-1.14288088,-1.14305245,-11.91816013,0.00081144,false,false,false
CP01-R0590,590,591,27.23214686,4.66785314,0.00458830,0.44990237,0.44972657,4.68936936,0.00010367,false,false,false
CP01-R0591,591,592,14.32500375,-3.98500375,0.00783867,-0.38471583,-0.38455525,-4.01648768,0.00012993,false,false,false
CP01-R0592,592,593,18.21767710,1.55232290,0.00668613,0.14977567,0.14970395,1.56277180,0.00001678,false,false,false
CP01-R0593,593,594,31.72977428,5.71022572,0.00461065,0.55037569,0.55018772,5.73667554,0.00015590,false,false,false
CP01-R0594,594,595,15.81901367,-4.33901367,0.00721330,-0.41876031,-0.41859113,-4.37053969,0.00014157,false,false,false
CP01-R0595,595,596,40.97060741,-16.53060741,0.00777781,-1.59583068,-1.59704197,-16.66018726,0.00221809,false,false,false
CP01-R0596,596,597,22.25055833,-4.65055833,0.00519086,-0.44837117,-0.44819567,-4.67482467,0.00011656,false,false,false
CP01-R0597,597,598,19.37348133,-8.64348133,0.00981028,-0.83527976,-0.83515600,-8.72911638,0.00076804,false,false,false
CP01-R0598,598,599,36.33541864,-4.95541864,0.00500739,-0.47771941,-0.47753878,-4.98035725,0.00012761,false,false,false
CP01-R0599,599,600,21.36731358,-8.14731358,0.00593848,-0.78579682,-0.78564951,-8.19598527,0.00040986,false,false,false
CP01-R0600,600,601,21.82420186,-0.85420186,0.00579141,-0.08238046,-0.08234038,-0.85917770,0.00000439,false,false,false
CP01-R0601,601,602,22.62375633,4.41624367,0.00555500,0.42585829,0.42568750,4.44091295,0.00011256,false,false,false
CP01-R0602,602,603,24.22286529,7.81713471,0.00516227,0.75365735,0.75349780,7.85769826,0.00032749,false,false,false
CP01-R0603,603,604,31.30463352,3.86536648,0.00470639,0.37257828,0.37242110,3.88364443,0.00007293,false,false,false
CP01-R0604,604,605,41.58461967,-5.13461967,0.00777056,-0.49568376,-0.49550058,-5.17483101,0.00021380,false,false,false
CP01-R0605,605,606,62.71570230,-23.82570230,0.02792561,-2.32379827,-2.32882670,-24.51016345,0.01723683,true,true,true
CP01-R0606,606,607,11.57701890,-5.10701890,0.00753895,-0.49296172,-0.49277889,-5.14581294,0.00020511,false,false,false
CP01-R0607,607,608,12.83346165,0.00653835,0.00720938,0.00063102,0.00063071,0.00658583,0.00000000,false,false,false
CP01-R0608,608,609,14.43257060,3.98742940,0.00688525,0.38476517,0.38460459,4.01507418,0.00011404,false,false,false
CP01-R0609,609,610,21.51433884,0.43566116,0.00673319,0.04203571,0.04201515,0.43861444,0.00000133,false,false,false
CP01-R0610,610,611,31.94424340,-7.84424340,0.01034550,-0.75824879,-0.75809085,-7.92624439,0.00066780,false,false,false
CP01-R0611,611,612,53.07532604,-27.99532604,0.03145035,-2.73543910,-2.74417332,-28.90437883,0.02699698,true,true,true
CP01-R0612,612,613,17.60967444,3.65032556,0.00604412,0.35208742,0.35193632,3.67252272,0.00008376,false,false,false
CP01-R0613,613,614,19.20878340,6.76121660,0.00572240,0.65203887,0.65185521,6.80012967,0.00027188,false,false,false
CP01-R0614,614,615,16.35323169,-4.99323169,0.00637179,-0.48169510,-0.48151386,-5.02525156,0.00016533,false,false,false
CP01-R0615,615,616,26.29055163,4.95944837,0.00558103,0.47824577,0.47806506,4.98728253,0.00014263,false,false,false
CP01-R0616,616,617,36.57053778,-4.24053778,0.00910174,-0.40964614,-0.40947913,-4.27948855,0.00017127,false,false,false
CP01-R0617,617,618,57.13051007,-23.43051007,0.02938000,-2.28696537,-2.29172250,-24.13973544,0.01759054,true,true,true
CP01-R0618,618,619,12.68963552,-3.37963552,0.00683056,-0.32610740,-0.32596464,-3.40287910,0.00008127,false,false,false
CP01-R0619,619,620,22.62695546,4.31304454,0.00584895,0.41596829,0.41579976,4.33841976,0.00011311,false,false,false
CP01-R0620,620,621,32.90694161,-5.27694161,0.00917224,-0.50978338,-0.50959853,-5.32579104,0.00026730,false,false,false
CP01-R0621,621,622,54.03802424,-24.24802424,0.02985991,-2.36734523,-2.37270654,-24.99435339,0.01916614,true,true,true
CP01-R0622,622,623,38.97645553,-4.48645553,0.00872915,-0.43332093,-0.43314850,-4.52596332,0.00018372,false,false,false
CP01-R0623,623,624,60.10753816,-23.95753816,0.02927615,-2.33828155,-2.34341923,-24.68007574,0.01832185,true,true,true
CP01-R0624,624,625,18.75914944,-6.21914944,0.00652206,-0.60000427,-0.59981612,-6.25997736,0.00026260,false,false,false
CP01-R0625,625,626,21.61470115,5.91529885,0.00579881,0.57048209,0.57029355,5.94980063,0.00021091,false,false,false
CP01-R0626,626,627,28.69646938,4.22353062,0.00547429,0.40725845,0.40709203,4.24677873,0.00010144,false,false,false
CP01-R0627,627,628,12.18382559,-2.19382559,0.00747816,-0.21175542,-0.21165634,-2.21035497,0.00003754,false,false,false
CP01-R0628,628,629,11.85173068,-4.01173068,0.00896715,-0.38751651,-0.38735518,-4.04802999,0.00015097,false,false,false
CP01-R0629,629,630,14.25039412,-2.00039412,0.00854040,-0.19318817,-0.19309707,-2.01762544,0.00003572,false,false,false
CP01-R0630,630,631,14.23760183,-3.06760183,0.00766745,-0.29612347,-0.29599113,-3.09130425,0.00007528,false,false,false
CP01-R0631,631,632,16.63626527,0.70373473,0.00722872,0.06791831,0.06788519,0.70885888,0.00000373,false,false,false
CP01-R0632,632,633,23.85445173,-6.31445173,0.00475394,-0.60865736,-0.60846962,-6.34461365,0.00019662,false,false,false
CP01-R0633,633,634,26.25311517,4.31688483,0.00426648,0.41600770,0.41583916,4.33538167,0.00008239,false,false,false
CP01-R0634,634,635,18.97106757,-4.77106757,0.00572342,-0.46011292,-0.45993523,-4.79853160,0.00013541,false,false,false
CP01-R0635,635,636,21.36973101,3.13026899,0.00525788,0.30180669,0.30167232,3.14681455,0.00005350,false,false,false
CP01-R0636,636,637,21.31866216,-5.73866216,0.00509623,-0.55325148,-0.55306339,-5.76805750,0.00017421,false,false,false
CP01-R0637,637,638,23.71732559,3.13267441,0.00461583,0.30194119,0.30180676,3.14720137,0.00004697,false,false,false
CP01-R0638,638,639,28.58791747,-2.52791747,0.00468182,-0.24366008,-0.24354781,-2.53980841,0.00003103,false,false,false
CP01-R0639,639,640,30.98658091,7.22341909,0.00416755,0.69606876,0.69589293,7.25364903,0.00022530,false,false,false
CP01-R0640,640,641,33.33417549,10.36582451,0.00448466,0.99903876,0.99903782,10.41252114,0.00049958,false,false,false
CP01-R0641,641,642,30.93551206,-0.79551206,0.00501378,-0.07669035,-0.07665300,-0.79952068,0.00000329,false,false,false
CP01-R0642,642,643,16.58519642,-3.85519642,0.00656914,-0.37194622,-0.37178922,-3.88068921,0.00010165,false,false,false
CP01-R0643,643,644,18.98385985,1.88614015,0.00611556,0.18193174,0.18184557,1.89774593,0.00002263,false,false,false
CP01-R0644,644,645,26.05212790,-5.77212790,0.00454842,-0.55632470,-0.55613649,-5.79850192,0.00015713,false,false,false
CP01-R0645,645,646,28.45079133,5.83920867,0.00404121,0.56264670,0.56245830,5.86290187,0.00014272,false,false,false
CP01-R0646,646,647,33.19453667,-13.65453667,0.01080020,-1.32019299,-1.32067403,-13.80361856,0.00211437,false,false,false
CP01-R0647,647,648,35.43544198,12.27455802,0.00377771,1.18257910,1.18281018,12.32110356,0.00058924,false,false,false
CP01-R0648,648,649,34.17659511,9.20340489,0.00751838,0.88836156,0.88826977,9.27312377,0.00066426,false,false,false
CP01-R0649,649,650,20.99517133,8.89482867,0.00583109,0.85784725,0.85773621,8.94699941,0.00047959,false,false,false
CP01-R0650,650,651,24.10239105,-17.20239105,0.00733014,-1.66030877,-1.66174030,-17.32941813,0.00226174,false,false,false
CP01-R0651,651,652,23.71381887,9.47618113,0.00632336,0.91414119,0.91406755,9.53648375,0.00059086,false,false,false
CP01-R0652,652,653,14.76959773,-9.86959773,0.00508489,-0.95150024,-0.95145610,-9.92004004,0.00051413,false,false,false
CP01-R0653,653,654,11.40041028,-6.83041028,0.01188485,-0.66076264,-0.66058023,-6.91256510,0.00058349,false,false,false
CP01-R0654,654,655,21.33773022,4.12226978,0.01216360,0.39883785,0.39867354,4.17302883,0.00021763,false,false,false
CP01-R0655,655,656,16.63205064,7.65794936,0.00619785,0.73869471,0.73853025,7.70570816,0.00037812,false,false,false
CP01-R0656,656,657,26.95794275,6.99205725,0.00680623,0.67466852,0.67448841,7.03997292,0.00034659,false,false,false
CP01-R0657,657,658,19.74002846,-8.33002846,0.00446727,-0.80282554,-0.80268568,-8.36740797,0.00032136,false,false,false
CP01-R0658,658,659,13.31131763,7.27868237,0.00749606,0.70256921,0.70239487,7.33365591,0.00041423,false,false,false
CP01-R0659,659,660,34.87344135,-8.98344135,0.00687172,-0.86684715,-0.86674155,-9.04560022,0.00057770,false,false,false
CP01-R0660,660,661,20.39308587,8.83691413,0.00764766,0.85304148,0.85292763,8.90501666,0.00062310,false,false,false
CP01-R0661,661,662,24.49313620,6.52686380,0.00934894,0.63058939,0.63040328,6.58845891,0.00041696,false,false,false
CP01-R0662,662,663,18.59650790,-8.20650790,0.00626281,-0.79163518,-0.79149035,-8.25822760,0.00043884,false,false,false
CP01-R0663,663,664,27.09482687,6.56517313,0.00691908,0.63351416,0.63332833,6.61091459,0.00031069,false,false,false
CP01-R0664,664,665,21.50670437,6.36329563,0.00710396,0.61409092,0.61390350,6.40882367,0.00029979,false,false,false
CP01-R0665,665,666,25.95501031,-6.60501031,0.00443057,-0.63656124,-0.63637572,-6.63440449,0.00020037,false,false,false
CP01-R0666,666,667,15.88170911,-4.49170911,0.00587107,-0.43320427,-0.43303187,-4.51823598,0.00012315,false,false,false
CP01-R0667,667,668,32.41777428,-19.62777428,0.00973884,-1.89670001,-1.89911965,-19.82080600,0.00393108,false,true,true
CP01-R0668,668,669,35.27332599,4.04667401,0.00942527,0.39098227,0.39082001,4.08517791,0.00016161,false,false,false
CP01-R0669,669,670,12.25357069,-7.47357069,0.01052289,-0.72248317,-0.72231394,-7.55305061,0.00061680,false,false,false
CP01-R0670,670,671,34.02198601,-17.91198601,0.00598959,-1.72763001,-1.72931327,-18.01991786,0.00199832,false,false,false
CP01-R0671,671,672,37.27210479,6.10789521,0.00636638,0.58922464,0.58903618,6.14702951,0.00024716,false,false,false
