record_type,scenario_id,denominator_id,cell_id,cell_label,procedure,n,p_fixed,successes,trials,observed_rate,wilson_low_95,wilson_high_95,cp_low_95,cp_high_95,exact_p_value,critical_count,actual_size,raw_reject,holm_adjusted_p,holm_reject,power,first_p_at_or_above_80,grid_points,grid_min,grid_max,grid_argmin,grid_argmax,coverage_at_threshold,exact_conditional_p,conditional_space_mass,observed_deviance,informative,empirical_test_scope,conditional_on_model_assumptions,status,reason
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.707,,,,,,,,,15,,,,,0.578667003865294,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.708,,,,,,,,,15,,,,,0.582680535946299,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.709,,,,,,,,,15,,,,,0.586690962911147,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.71,,,,,,,,,15,,,,,0.590697892455724,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.711,,,,,,,,,15,,,,,0.59470093167183,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.712,,,,,,,,,15,,,,,0.598699687147248,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.713,,,,,,,,,15,,,,,0.602693765066698,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.714,,,,,,,,,15,,,,,0.606682771313655,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.715,,,,,,,,,15,,,,,0.610666311572989,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.716,,,,,,,,,15,,,,,0.614643991434394,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.717,,,,,,,,,15,,,,,0.618615416496585,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.718,,,,,,,,,15,,,,,0.622580192472213,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.719,,,,,,,,,15,,,,,0.626537925293478,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.72,,,,,,,,,15,,,,,0.630488221218387,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.721,,,,,,,,,15,,,,,0.634430686937645,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.722,,,,,,,,,15,,,,,0.638364929682112,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.723,,,,,,,,,15,,,,,0.642290557330821,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.724,,,,,,,,,15,,,,,0.646207178519486,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.725,,,,,,,,,15,,,,,0.650114402749494,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.726,,,,,,,,,15,,,,,0.654011840497307,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.727,,,,,,,,,15,,,,,0.657899103324272,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.728,,,,,,,,,15,,,,,0.661775803986758,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.729,,,,,,,,,15,,,,,0.665641556546613,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.73,,,,,,,,,15,,,,,0.669495976481878,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.731,,,,,,,,,15,,,,,0.673338680797726,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.732,,,,,,,,,15,,,,,0.677169288137572,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.733,,,,,,,,,15,,,,,0.680987418894326,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.734,,,,,,,,,15,,,,,0.68479269532173,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.735,,,,,,,,,15,,,,,0.688584741645742,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.736,,,,,,,,,15,,,,,0.69236318417592,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.737,,,,,,,,,15,,,,,0.696127651416761,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.738,,,,,,,,,15,,,,,0.699877774178947,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.739,,,,,,,,,15,,,,,0.703613185690451,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.74,,,,,,,,,15,,,,,0.707333521707459,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.741,,,,,,,,,15,,,,,0.711038420625059,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.742,,,,,,,,,15,,,,,0.714727523587644,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.743,,,,,,,,,15,,,,,0.718400474598991,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.744,,,,,,,,,15,,,,,0.722056920631958,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.745,,,,,,,,,15,,,,,0.725696511737754,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.746,,,,,,,,,15,,,,,0.729318901154728,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.747,,,,,,,,,15,,,,,0.732923745416637,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.748,,,,,,,,,15,,,,,0.736510704460336,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.749,,,,,,,,,15,,,,,0.740079441732835,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.75,,,,,,,,,15,,,,,0.743629624297682,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.751,,,,,,,,,15,,,,,0.747160922940621,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.752,,,,,,,,,15,,,,,0.750673012274462,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.753,,,,,,,,,15,,,,,0.754165570843127,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.754,,,,,,,,,15,,,,,0.757638281224809,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.755,,,,,,,,,15,,,,,0.761090830134203,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.756,,,,,,,,,15,,,,,0.764522908523747,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.757,,,,,,,,,15,,,,,0.767934211683829,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.758,,,,,,,,,15,,,,,0.771324439341904,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.759,,,,,,,,,15,,,,,0.774693295760472,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.76,,,,,,,,,15,,,,,0.778040489833868,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.761,,,,,,,,,15,,,,,0.781365735183799,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.762,,,,,,,,,15,,,,,0.784668750253601,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.763,,,,,,,,,15,,,,,0.787949258401135,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.764,,,,,,,,,15,,,,,0.791206987990297,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.765,,,,,,,,,15,,,,,0.794441672481071,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.766,,,,,,,,,15,,,,,0.797653050518092,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.767,,,,,,,,,15,,,,,0.800840866017648,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.768,,,,,,,,,15,,,,,0.804004868253091,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.769,,,,,,,,,15,,,,,0.807144811938588,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.77,,,,,,,,,15,,,,,0.810260457311181,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.771,,,,,,,,,15,,,,,0.813351570211086,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.772,,,,,,,,,15,,,,,0.816417922160201,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.773,,,,,,,,,15,,,,,0.81945929043876,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.774,,,,,,,,,15,,,,,0.822475458160092,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.775,,,,,,,,,15,,,,,0.825466214343436,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.776,,,,,,,,,15,,,,,0.828431353984764,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.777,,,,,,,,,15,,,,,0.831370678125557,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.778,,,,,,,,,15,,,,,0.83428399391951,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.779,,,,,,,,,15,,,,,0.837171114697093,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.78,,,,,,,,,15,,,,,0.840031860027941,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.781,,,,,,,,,15,,,,,0.842866055781023,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.782,,,,,,,,,15,,,,,0.845673534182547,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.783,,,,,,,,,15,,,,,0.848454133871556,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.784,,,,,,,,,15,,,,,0.851207699953172,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.785,,,,,,,,,15,,,,,0.853934084049458,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.786,,,,,,,,,15,,,,,0.856633144347839,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.787,,,,,,,,,15,,,,,0.859304745647054,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.788,,,,,,,,,15,,,,,0.861948759400602,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.789,,,,,,,,,15,,,,,0.864565063757635,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.79,,,,,,,,,15,,,,,0.867153543601272,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.791,,,,,,,,,15,,,,,0.869714090584285,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.792,,,,,,,,,15,,,,,0.872246603162137,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.793,,,,,,,,,15,,,,,0.874750986623328,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.794,,,,,,,,,15,,,,,0.87722715311702,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.795,,,,,,,,,15,,,,,0.879675021677908,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.796,,,,,,,,,15,,,,,0.882094518248309,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.797,,,,,,,,,15,,,,,0.88448557569744,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.798,,,,,,,,,15,,,,,0.886848133837857,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.799,,,,,,,,,15,,,,,0.889182139439022,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.8,,,,,,,,,15,,,,,0.89148754623799,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.801,,,,,,,,,15,,,,,0.893764314947167,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,21,0.802,,,,,,,,,15,,,,,0.896012413259143,0.767,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
